                 t         prod_1         prod_2         prod_3         prod_4         prod_5
9576    766.949209  456979.816891  463025.407224  465253.308836  466002.376703  466239.825579
9577    767.029300  456995.688517  463043.210817  465272.055131  466021.606299  466259.327557
9578    767.109391  457011.559655  463061.014034  465290.801086  466040.835657  466278.829474
9579    767.189481  457027.430304  463078.816874  465309.546700  466060.064778  466298.331329
9580    767.269572  457043.300465  463096.619338  465328.291973  466079.293660  466317.833124
9581    767.349663  457059.170137  463114.421425  465347.036906  466098.522304  466337.334857
9582    767.429754  457075.039322  463132.223137  465365.781499  466117.750710  466356.836529
9583    767.509844  457090.908019  463150.024472  465384.525751  466136.978878  466376.338140
9584    767.589935  457106.776228  463167.825431  465403.269664  466156.206808  466395.839691
9585    767.670026  457122.643949  463185.626014  465422.013236  466175.434500  466415.341180
9586    767.750117  457138.511183  463203.426221  465440.756468  466194.661954  466434.842608
9587    767.830208  457154.377929  463221.226053  465459.499360  466213.889170  466454.343976
9588    767.910298  457170.244187  463239.025508  465478.241912  466233.116148  466473.845282
9589    767.990389  457186.109959  463256.824588  465496.984124  466252.342888  466493.346528
9590    768.070480  457201.975243  463274.623293  465515.725996  466271.569390  466512.847712
9591    768.150571  457217.840040  463292.421622  465534.467528  466290.795654  466532.348836
9592    768.230661  457233.704351  463310.219575  465553.208720  466310.021680  466551.849899
9593    768.310752  457249.568174  463328.017154  465571.949573  466329.247469  466571.350901
9594    768.390843  457265.431511  463345.814357  465590.690086  466348.473019  466590.851843
9595    768.470934  457281.294361  463363.611185  465609.430259  466367.698332  466610.352723
9596    768.551024  457297.156725  463381.407637  465628.170092  466386.923407  466629.853543
9597    768.631115  457313.018602  463399.203715  465646.909586  466406.148244  466649.354302
9598    768.711206  457328.879993  463416.999418  465665.648741  466425.372843  466668.855001
9599    768.791297  457344.740898  463434.794746  465684.387556  466444.597204  466688.355638
9600    768.871388  457360.601317  463452.589700  465703.126031  466463.821328  466707.856215
9601    768.951478  457376.461250  463470.384278  465721.864167  466483.045213  466727.356732
9602    769.031569  457392.320697  463488.178483  465740.601964  466502.268861  466746.857187
9603    769.111660  457408.179658  463505.972312  465759.339421  466521.492272  466766.357583
9604    769.191751  457424.038134  463523.765767  465778.076540  466540.715444  466785.857917
9605    769.271841  457439.896124  463541.558848  465796.813319  466559.938379  466805.358191
9606    769.351932  457455.753629  463559.351555  465815.549759  466579.161076  466824.858405
9607    769.432023  457471.610649  463577.143888  465834.285860  466598.383536  466844.358558
9608    769.512114  457487.467184  463594.935846  465853.021621  466617.605757  466863.858650
9609    769.592204  457503.323233  463612.727431  465871.757044  466636.827742  466883.358682
9610    769.672295  457519.178798  463630.518641  465890.492128  466656.049488  466902.858653
9611    769.752386  457535.033877  463648.309478  465909.226873  466675.270997  466922.358564
9612    769.832477  457550.888472  463666.099941  465927.961279  466694.492268  466941.858415
9613    769.912568  457566.742583  463683.890030  465946.695347  466713.713302  466961.358205
9614    769.992658  457582.596209  463701.679746  465965.429076  466732.934098  466980.857935
9615    770.072749  457598.449351  463719.469088  465984.162465  466752.154657  467000.357604
9616    770.152840  457614.302008  463737.258057  466002.895517  466771.374978  467019.857214
9617    770.232931  457630.154181  463755.046652  466021.628230  466790.595062  467039.356762
9618    770.313021  457646.005870  463772.834874  466040.360604  466809.814908  467058.856251
9619    770.393112  457661.857075  463790.622723  466059.092639  466829.034516  467078.355679
9620    770.473203  457677.707797  463808.410199  466077.824337  466848.253888  467097.855047
9621    770.553294  457693.558034  463826.197302  466096.555696  466867.473021  467117.354355
9622    770.633385  457709.407788  463843.984032  466115.286716  466886.691917  467136.853602
9623    770.713475  457725.257059  463861.770389  466134.017398  466905.910576  467156.352790
9624    770.793566  457741.105846  463879.556373  466152.747742  466925.128998  467175.851917
9625    770.873657  457756.954150  463897.341985  466171.477748  466944.347182  467195.350984
9626    770.953748  457772.801971  463915.127224  466190.207415  466963.565128  467214.849991
9627    771.033838  457788.649309  463932.912090  466208.936745  466982.782838  467234.348937
9628    771.113929  457804.496163  463950.696584  466227.665736  467002.000309  467253.847824
9629    771.194020  457820.342535  463968.480706  466246.394390  467021.217544  467273.346651
9630    771.274111  457836.188425  463986.264455  466265.122705  467040.434541  467292.845417
9631    771.354201  457852.033831  464004.047832  466283.850683  467059.651301  467312.344124
9632    771.434292  457867.878755  464021.830837  466302.578323  467078.867824  467331.842770
9633    771.514383  457883.723197  464039.613470  466321.305624  467098.084109  467351.341357
9634    771.594474  457899.567157  464057.395731  466340.032589  467117.300158  467370.839883
9635    771.674565  457915.410634  464075.177620  466358.759215  467136.515969  467390.338350
9636    771.754655  457931.253629  464092.959137  466377.485504  467155.731542  467409.836757
9637    771.834746  457947.096142  464110.740283  466396.211455  467174.946879  467429.335103
9638    771.914837  457962.938174  464128.521057  466414.937069  467194.161978  467448.833390
9639    771.994928  457978.779724  464146.301459  466433.662345  467213.376841  467468.331617
9640    772.075018  457994.620792  464164.081490  466452.387283  467232.591466  467487.829784
9641    772.155109  458010.461378  464181.861149  466471.111884  467251.805853  467507.327892
9642    772.235200  458026.301484  464199.640437  466489.836148  467271.020004  467526.825939
9643    772.315291  458042.141107  464217.419354  466508.560075  467290.233918  467546.323927
9644    772.395381  458057.980250  464235.197900  466527.283664  467309.447595  467565.821855
9645    772.475472  458073.818912  464252.976075  466546.006916  467328.661034  467585.319723
9646    772.555563  458089.657092  464270.753878  466564.729831  467347.874237  467604.817532
9647    772.635654  458105.494792  464288.531311  466583.452408  467367.087202  467624.315280
9648    772.715745  458121.332011  464306.308373  466602.174649  467386.299930  467643.812969
9649    772.795835  458137.168750  464324.085064  466620.896553  467405.512422  467663.310599
9650    772.875926  458153.005008  464341.861384  466639.618119  467424.724676  467682.808169
9651    772.956017  458168.840785  464359.637334  466658.339349  467443.936694  467702.305679
9652    773.036108  458184.676082  464377.412913  466677.060242  467463.148474  467721.803129
9653    773.116198  458200.510899  464395.188122  466695.780798  467482.360018  467741.300520
9654    773.196289  458216.345236  464412.962960  466714.501017  467501.571324  467760.797852
9655    773.276380  458232.179093  464430.737428  466733.220899  467520.782394  467780.295124
9656    773.356471  458248.012470  464448.511526  466751.940445  467539.993227  467799.792336
9657    773.436561  458263.845367  464466.285254  466770.659654  467559.203823  467819.289489
9658    773.516652  458279.677785  464484.058612  466789.378527  467578.414182  467838.786582
9659    773.596743  458295.509723  464501.831599  466808.097063  467597.624304  467858.283616
9660    773.676834  458311.341181  464519.604217  466826.815262  467616.834190  467877.780591
9661    773.756925  458327.172161  464537.376465  466845.533125  467636.043838  467897.277506
9662    773.837015  458343.002661  464555.148344  466864.250652  467655.253250  467916.774361
9663    773.917106  458358.832682  464572.919852  466882.967842  467674.462425  467936.271158
9664    773.997197  458374.662224  464590.690991  466901.684696  467693.671363  467955.767895
9665    774.077288  458390.491287  464608.461761  466920.401214  467712.880065  467975.264572
9666    774.157378  458406.319871  464626.232161  466939.117395  467732.088530  467994.761190
9667    774.237469  458422.147976  464644.002192  466957.833241  467751.296758  468014.257749
9668    774.317560  458437.975603  464661.771853  466976.548750  467770.504749  468033.754249
9669    774.397651  458453.802752  464679.541146  466995.263923  467789.712504  468053.250689
9670    774.477741  458469.629422  464697.310069  467013.978760  467808.920022  468072.747071
9671    774.557832  458485.455614  464715.078623  467032.693262  467828.127303  468092.243393
9672    774.637923  458501.281328  464732.846809  467051.407427  467847.334348  468111.739655
9673    774.718014  458517.106563  464750.614625  467070.121256  467866.541156  468131.235859
9674    774.798105  458532.931321  464768.382073  467088.834750  467885.747728  468150.732003
9675    774.878195  458548.755601  464786.149151  467107.547908  467904.954063  468170.228088
9676    774.958286  458564.579403  464803.915862  467126.260730  467924.160161  468189.724115
9677    775.038377  458580.402728  464821.682203  467144.973217  467943.366023  468209.220082
9678    775.118468  458596.225575  464839.448177  467163.685367  467962.571649  468228.715990
9679    775.198558  458612.047945  464857.213782  467182.397183  467981.777037  468248.211838
9680    775.278649  458627.869837  464874.979018  467201.108663  468000.982190  468267.707628
9681    775.358740  458643.691253  464892.743886  467219.819807  468020.187106  468287.203359
9682    775.438831  458659.512191  464910.508387  467238.530616  468039.391785  468306.699031
9683    775.518921  458675.332652  464928.272519  467257.241089  468058.596228  468326.194644
9684    775.599012  458691.152637  464946.036283  467275.951227  468077.800434  468345.690198
9685    775.679103  458706.972144  464963.799679  467294.661030  468097.004405  468365.185693
9686    775.759194  458722.791175  464981.562707  467313.370498  468116.208138  468384.681129
9687    775.839285  458738.609730  464999.325368  467332.079630  468135.411636  468404.176506
9688    775.919375  458754.427808  465017.087660  467350.788428  468154.614897  468423.671824
9689    775.999466  458770.245410  465034.849586  467369.496890  468173.817921  468443.167083
9690    776.079557  458786.062535  465052.611143  467388.205017  468193.020710  468462.662284
9691    776.159648  458801.879185  465070.372333  467406.912809  468212.223261  468482.157425
9692    776.239738  458817.695358  465088.133156  467425.620267  468231.425577  468501.652508
9693    776.319829  458833.511056  465105.893612  467444.327389  468250.627657  468521.147532
9694    776.399920  458849.326277  465123.653700  467463.034177  468269.829500  468540.642498
9695    776.480011  458865.141024  465141.413421  467481.740629  468289.031107  468560.137404
9696    776.560101  458880.955294  465159.172775  467500.446747  468308.232477  468579.632252
9697    776.640192  458896.769089  465176.931762  467519.152531  468327.433612  468599.127041
9698    776.720283  458912.582409  465194.690382  467537.857979  468346.634510  468618.621772
9699    776.800374  458928.395253  465212.448636  467556.563093  468365.835172  468638.116443
9700    776.880465  458944.207623  465230.206522  467575.267873  468385.035598  468657.611057
9701    776.960555  458960.019517  465247.964042  467593.972318  468404.235788  468677.105611
9702    777.040646  458975.830936  465265.721195  467612.676428  468423.435741  468696.600107
9703    777.120737  458991.641881  465283.477982  467631.380204  468442.635459  468716.094544
9704    777.200828  459007.452351  465301.234402  467650.083646  468461.834940  468735.588923
9705    777.280918  459023.262346  465318.990456  467668.786753  468481.034186  468755.083243
9706    777.361009  459039.071867  465336.746143  467687.489526  468500.233195  468774.577505
9707    777.441100  459054.880913  465354.501465  467706.191965  468519.431968  468794.071708
9708    777.521191  459070.689485  465372.256420  467724.894070  468538.630505  468813.565853
9709    777.601281  459086.497583  465390.011009  467743.595840  468557.828807  468833.059939
9710    777.681372  459102.305207  465407.765232  467762.297277  468577.026872  468852.553967
9711    777.761463  459118.112357  465425.519089  467780.998379  468596.224701  468872.047936
9712    777.841554  459133.919033  465443.272581  467799.699148  468615.422294  468891.541847
9713    777.921645  459149.725235  465461.025706  467818.399582  468634.619652  468911.035699
9714    778.001735  459165.530963  465478.778466  467837.099683  468653.816773  468930.529493
9715    778.081826  459181.336218  465496.530861  467855.799450  468673.013659  468950.023229
9716    778.161917  459197.141000  465514.282889  467874.498883  468692.210308  468969.516907
9717    778.242008  459212.945308  465532.034553  467893.197982  468711.406722  468989.010526
9718    778.322098  459228.749143  465549.785851  467911.896748  468730.602900  469008.504087
9719    778.402189  459244.552505  465567.536783  467930.595180  468749.798842  469027.997589
9720    778.482280  459260.355394  465585.287351  467949.293278  468768.994548  469047.491033
9721    778.562371  459276.157809  465603.037553  467967.991043  468788.190018  469066.984419
9722    778.642461  459291.959753  465620.787390  467986.688474  468807.385253  469086.477747
9723    778.722552  459307.761223  465638.536862  468005.385572  468826.580252  469105.971017
9724    778.802643  459323.562221  465656.285970  468024.082336  468845.775015  469125.464228
9725    778.882734  459339.362746  465674.034712  468042.778767  468864.969542  469144.957382
9726    778.962825  459355.162799  465691.783090  468061.474865  468884.163834  469164.450477
9727    779.042915  459370.962379  465709.531103  468080.170630  468903.357890  469183.943514
9728    779.123006  459386.761488  465727.278751  468098.866061  468922.551710  469203.436493
9729    779.203097  459402.560124  465745.026035  468117.561159  468941.745295  469222.929414
9730    779.283188  459418.358289  465762.772954  468136.255924  468960.938644  469242.422276
9731    779.363278  459434.155981  465780.519509  468154.950356  468980.131757  469261.915081
9732    779.443369  459449.953202  465798.265700  468173.644455  468999.324635  469281.407828
9733    779.523460  459465.749951  465816.011526  468192.338221  469018.517277  469300.900516
9734    779.603551  459481.546229  465833.756989  468211.031654  469037.709683  469320.393147
9735    779.683641  459497.342035  465851.502087  468229.724754  469056.901854  469339.885720
9736    779.763732  459513.137370  465869.246821  468248.417521  469076.093789  469359.378235
9737    779.843823  459528.932233  465886.991191  468267.109956  469095.285489  469378.870691
9738    779.923914  459544.726626  465904.735198  468285.802057  469114.476954  469398.363090
9739    780.004005  459560.520547  465922.478840  468304.493826  469133.668182  469417.855431
9740    780.084095  459576.313998  465940.222119  468323.185263  469152.859176  469437.347715
9741    780.164186  459592.106977  465957.965034  468341.876367  469172.049934  469456.839940
9742    780.244277  459607.899486  465975.707586  468360.567138  469191.240456  469476.332107
9743    780.324368  459623.691525  465993.449774  468379.257577  469210.430743  469495.824217
9744    780.404458  459639.483092  466011.191599  468397.947683  469229.620795  469515.316269
9745    780.484549  459655.274190  466028.933061  468416.637457  469248.810611  469534.808263
9746    780.564640  459671.064817  466046.674159  468435.326898  469268.000192  469554.300200
9747    780.644731  459686.854974  466064.414894  468454.016008  469287.189537  469573.792078
9748    780.724821  459702.644661  466082.155266  468472.704785  469306.378647  469593.283899
9749    780.804912  459718.433878  466099.895275  468491.393229  469325.567522  469612.775662
9750    780.885003  459734.222625  466117.634921  468510.081342  469344.756161  469632.267368
9751    780.965094  459750.010902  466135.374204  468528.769122  469363.944566  469651.759016
9752    781.045185  459765.798710  466153.113124  468547.456571  469383.132735  469671.250606
9753    781.125275  459781.586048  466170.851682  468566.143687  469402.320668  469690.742138
9754    781.205366  459797.372916  466188.589877  468584.830472  469421.508367  469710.233613
9755    781.285457  459813.159316  466206.327709  468603.516924  469440.695830  469729.725031
9756    781.365548  459828.945246  466224.065179  468622.203045  469459.883058  469749.216391
9757    781.445638  459844.730706  466241.802287  468640.888834  469479.070051  469768.707693
9758    781.525729  459860.515698  466259.539032  468659.574291  469498.256808  469788.198938
9759    781.605820  459876.300221  466277.275415  468678.259416  469517.443331  469807.690125
9760    781.685911  459892.084275  466295.011435  468696.944209  469536.629618  469827.181254
9761    781.766001  459907.867860  466312.747094  468715.628671  469555.815670  469846.672327
9762    781.846092  459923.650977  466330.482390  468734.312802  469575.001488  469866.163342
9763    781.926183  459939.433625  466348.217325  468752.996600  469594.187070  469885.654299
9764    782.006274  459955.215805  466365.951897  468771.680068  469613.372417  469905.145199
9765    782.086365  459970.997516  466383.686108  468790.363203  469632.557529  469924.636041
9766    782.166455  459986.778759  466401.419957  468809.046008  469651.742406  469944.126827
9767    782.246546  460002.559534  466419.153444  468827.728481  469670.927048  469963.617554
9768    782.326637  460018.339841  466436.886570  468846.410623  469690.111454  469983.108225
9769    782.406728  460034.119681  466454.619334  468865.092433  469709.295626  470002.598838
9770    782.486818  460049.899052  466472.351737  468883.773912  469728.479563  470022.089394
9771    782.566909  460065.677956  466490.083778  468902.455060  469747.663265  470041.579893
9772    782.647000  460081.456392  466507.815458  468921.135877  469766.846733  470061.070334
9773    782.727091  460097.234360  466525.546777  468939.816363  469786.029965  470080.560718
9774    782.807181  460113.011861  466543.277734  468958.496518  469805.212962  470100.051045
9775    782.887272  460128.788895  466561.008331  468977.176342  469824.395725  470119.541314
9776    782.967363  460144.565462  466578.738566  468995.855835  469843.578252  470139.031527
9777    783.047454  460160.341561  466596.468441  469014.534997  469862.760545  470158.521682
9778    783.127545  460176.117194  466614.197955  469033.213828  469881.942603  470178.011780
9779    783.207635  460191.892360  466631.927108  469051.892329  469901.124426  470197.501821
9780    783.287726  460207.667059  466649.655900  469070.570498  469920.306015  470216.991805
9781    783.367817  460223.441291  466667.384332  469089.248337  469939.487368  470236.481732
9782    783.447908  460239.215057  466685.112403  469107.925846  469958.668487  470255.971601
9783    783.527998  460254.988356  466702.840113  469126.603023  469977.849371  470275.461414
9784    783.608089  460270.761189  466720.567463  469145.279871  469997.030021  470294.951170
9785    783.688180  460286.533556  466738.294453  469163.956387  470016.210435  470314.440868
9786    783.768271  460302.305456  466756.021083  469182.632573  470035.390615  470333.930510
9787    783.848361  460318.076891  466773.747352  469201.308429  470054.570561  470353.420094
9788    783.928452  460333.847859  466791.473261  469219.983955  470073.750271  470372.909622
9789    784.008543  460349.618362  466809.198810  469238.659150  470092.929748  470392.399092
9790    784.088634  460365.388399  466826.923999  469257.334015  470112.108989  470411.888506
9791    784.168725  460381.157970  466844.648829  469276.008549  470131.287996  470431.377863
9792    784.248815  460396.927076  466862.373298  469294.682754  470150.466768  470450.867163
9793    784.328906  460412.695716  466880.097408  469313.356628  470169.645306  470470.356406
9794    784.408997  460428.463891  466897.821158  469332.030172  470188.823610  470489.845592
9795    784.489088  460444.231601  466915.544548  469350.703386  470208.001678  470509.334721
9796    784.569178  460459.998845  466933.267579  469369.376271  470227.179513  470528.823794
9797    784.649269  460475.765625  466950.990251  469388.048825  470246.357112  470548.312810
9798    784.729360  460491.531940  466968.712563  469406.721049  470265.534478  470567.801769
9799    784.809451  460507.297789  466986.434515  469425.392944  470284.711609  470587.290671
9800    784.889541  460523.063174  467004.156109  469444.064508  470303.888505  470606.779516
9801    784.969632  460538.828095  467021.877343  469462.735743  470323.065167  470626.268305
9802    785.049723  460554.592551  467039.598218  469481.406649  470342.241595  470645.757037
9803    785.129814  460570.356542  467057.318735  469500.077224  470361.417788  470665.245712
9804    785.209905  460586.120069  467075.038892  469518.747470  470380.593747  470684.734331
9805    785.289995  460601.883132  467092.758690  469537.417387  470399.769471  470704.222893
9806    785.370086  460617.645731  467110.478130  469556.086973  470418.944962  470723.711398
9807    785.450177  460633.407866  467128.197211  469574.756231  470438.120218  470743.199847
9808    785.530268  460649.169537  467145.915933  469593.425159  470457.295239  470762.688239
9809    785.610358  460664.930744  467163.634296  469612.093758  470476.470027  470782.176575
9810    785.690449  460680.691487  467181.352301  469630.762027  470495.644580  470801.664854
9811    785.770540  460696.451767  467199.069948  469649.429967  470514.818899  470821.153076
9812    785.850631  460712.211584  467216.787236  469668.097578  470533.992983  470840.641242
9813    785.930721  460727.970936  467234.504166  469686.764859  470553.166834  470860.129352
9814    786.010812  460743.729826  467252.220738  469705.431812  470572.340450  470879.617405
9815    786.090903  460759.488252  467269.936952  469724.098435  470591.513832  470899.105401
9816    786.170994  460775.246216  467287.652807  469742.764729  470610.686980  470918.593341
9817    786.251085  460791.003716  467305.368305  469761.430694  470629.859894  470938.081225
9818    786.331175  460806.760753  467323.083445  469780.096331  470649.032574  470957.569052
9819    786.411266  460822.517328  467340.798226  469798.761638  470668.205020  470977.056823
9820    786.491357  460838.273440  467358.512650  469817.426617  470687.377231  470996.544537
9821    786.571448  460854.029089  467376.226717  469836.091267  470706.549209  471016.032195
9822    786.651538  460869.784276  467393.940425  469854.755588  470725.720952  471035.519797
9823    786.731629  460885.539000  467411.653776  469873.419580  470744.892462  471055.007342
9824    786.811720  460901.293262  467429.366770  469892.083243  470764.063737  471074.494831
9825    786.891811  460917.047062  467447.079406  469910.746578  470783.234779  471093.982264
9826    786.971901  460932.800400  467464.791685  469929.409585  470802.405587  471113.469641
9827    787.051992  460948.553276  467482.503607  469948.072262  470821.576160  471132.956961
9828    787.132083  460964.305690  467500.215171  469966.734612  470840.746500  471152.444225
9829    787.212174  460980.057642  467517.926378  469985.396633  470859.916606  471171.931433
9830    787.292265  460995.809132  467535.637228  470004.058325  470879.086478  471191.418584
9831    787.372355  461011.560161  467553.347722  470022.719689  470898.256116  471210.905680
9832    787.452446  461027.310728  467571.057858  470041.380725  470917.425520  471230.392719
9833    787.532537  461043.060834  467588.767637  470060.041433  470936.594690  471249.879702
9834    787.612628  461058.810479  467606.477060  470078.701812  470955.763627  471269.366629
9835    787.692718  461074.559663  467624.186126  470097.361864  470974.932329  471288.853500
9836    787.772809  461090.308385  467641.894835  470116.021587  470994.100798  471308.340315
9837    787.852900  461106.056646  467659.603188  470134.680982  471013.269034  471327.827074
9838    787.932991  461121.804447  467677.311184  470153.340049  471032.437035  471347.313777
9839    788.013081  461137.551787  467695.018824  470171.998788  471051.604803  471366.800423
9840    788.093172  461153.298666  467712.726108  470190.657199  471070.772337  471386.287014
9841    788.173263  461169.045084  467730.433035  470209.315282  471089.939637  471405.773549
9842    788.253354  461184.791042  467748.139606  470227.973038  471109.106704  471425.260027
9843    788.333445  461200.536540  467765.845821  470246.630465  471128.273537  471444.746450
9844    788.413535  461216.281577  467783.551680  470265.287565  471147.440136  471464.232817
9845    788.493626  461232.026154  467801.257183  470283.944337  471166.606502  471483.719128
9846    788.573717  461247.770271  467818.962330  470302.600782  471185.772634  471503.205383
9847    788.653808  461263.513928  467836.667121  470321.256899  471204.938532  471522.691582
9848    788.733898  461279.257125  467854.371557  470339.912688  471224.104197  471542.177725
9849    788.813989  461294.999863  467872.075636  470358.568150  471243.269629  471561.663812
9850    788.894080  461310.742140  467889.779360  470377.223284  471262.434827  471581.149844
9851    788.974171  461326.483958  467907.482729  470395.878091  471281.599791  471600.635819
9852    789.054261  461342.225317  467925.185742  470414.532571  471300.764522  471620.121739
9853    789.134352  461357.966216  467942.888400  470433.186723  471319.929019  471639.607603
9854    789.214443  461373.706656  467960.590702  470451.840548  471339.093283  471659.093412
9855    789.294534  461389.446637  467978.292649  470470.494046  471358.257314  471678.579164
9856    789.374625  461405.186158  467995.994241  470489.147217  471377.421111  471698.064861
9857    789.454715  461420.925221  468013.695478  470507.800060  471396.584675  471717.550502
9858    789.534806  461436.663825  468031.396360  470526.452577  471415.748005  471737.036088
9859    789.614897  461452.401970  468049.096886  470545.104766  471434.911102  471756.521617
9860    789.694988  461468.139656  468066.797058  470563.756628  471454.073965  471776.007092
9861    789.775078  461483.876884  468084.496875  470582.408164  471473.236596  471795.492510
9862    789.855169  461499.613653  468102.196337  470601.059372  471492.398993  471814.977873
9863    789.935260  461515.349964  468119.895445  470619.710254  471511.561156  471834.463180
9864    790.015351  461531.085816  468137.594198  470638.360809  471530.723087  471853.948432
9865    790.095442  461546.821210  468155.292596  470657.011037  471549.884784  471873.433628
9866    790.175532  461562.556146  468172.990640  470675.660938  471569.046248  471892.918768
9867    790.255623  461578.290625  468190.688329  470694.310513  471588.207479  471912.403853
9868    790.335714  461594.024645  468208.385664  470712.959761  471607.368476  471931.888883
9869    790.415805  461609.758207  468226.082645  470731.608682  471626.529240  471951.373857
9870    790.495895  461625.491312  468243.779272  470750.257277  471645.689772  471970.858775
9871    790.575986  461641.223959  468261.475544  470768.905546  471664.850070  471990.343638
9872    790.656077  461656.956149  468279.171463  470787.553488  471684.010134  472009.828446
9873    790.736168  461672.687881  468296.867027  470806.201103  471703.169966  472029.313198
9874    790.816258  461688.419156  468314.562238  470824.848393  471722.329565  472048.797895
9875    790.896349  461704.149974  468332.257095  470843.495356  471741.488931  472068.282536
9876    790.976440  461719.880334  468349.951598  470862.141992  471760.648063  472087.767122
9877    791.056531  461735.610238  468367.645747  470880.788303  471779.806963  472107.251653
9878    791.136622  461751.339685  468385.339542  470899.434287  471798.965629  472126.736128
9879    791.216712  461767.068674  468403.032984  470918.079945  471818.124063  472146.220548
9880    791.296803  461782.797207  468420.726073  470936.725278  471837.282263  472165.704913
9881    791.376894  461798.525284  468438.418808  470955.370284  471856.440231  472185.189222
9882    791.456985  461814.252904  468456.111190  470974.014964  471875.597965  472204.673477
9883    791.537075  461829.980068  468473.803218  470992.659318  471894.755467  472224.157675
9884    791.617166  461845.706775  468491.494894  471011.303346  471913.912736  472243.641819
9885    791.697257  461861.433026  468509.186216  471029.947049  471933.069772  472263.125908
9886    791.777348  461877.158821  468526.877185  471048.590426  471952.226575  472282.609941
9887    791.857438  461892.884159  468544.567801  471067.233477  471971.383145  472302.093919
9888    791.937529  461908.609042  468562.258064  471085.876202  471990.539482  472321.577842
9889    792.017620  461924.333469  468579.947974  471104.518601  472009.695587  472341.061709
9890    792.097711  461940.057441  468597.637532  471123.160675  472028.851459  472360.545522
9891    792.177802  461955.780956  468615.326737  471141.802424  472048.007098  472380.029280
9892    792.257892  461971.504017  468633.015589  471160.443847  472067.162504  472399.512982
9893    792.337983  461987.226621  468650.704088  471179.084944  472086.317677  472418.996629
9894    792.418074  462002.948771  468668.392235  471197.725716  472105.472618  472438.480222
9895    792.498165  462018.670465  468686.080030  471216.366163  472124.627326  472457.963759
9896    792.578255  462034.391704  468703.767472  471235.006284  472143.781801  472477.447241
9897    792.658346  462050.112488  468721.454562  471253.646080  472162.936044  472496.930668
9898    792.738437  462065.832817  468739.141300  471272.285551  472182.090054  472516.414040
9899    792.818528  462081.552691  468756.827685  471290.924696  472201.243832  472535.897358
9900    792.898618  462097.272110  468774.513719  471309.563517  472220.397376  472555.380620
9901    792.978709  462112.991075  468792.199400  471328.202012  472239.550689  472574.863827
9902    793.058800  462128.709585  468809.884730  471346.840182  472258.703768  472594.346980
9903    793.138891  462144.427640  468827.569707  471365.478027  472277.856615  472613.830077
9904    793.218982  462160.145242  468845.254333  471384.115548  472297.009230  472633.313120
9905    793.299072  462175.862389  468862.938607  471402.752743  472316.161612  472652.796108
9906    793.379163  462191.579081  468880.622530  471421.389614  472335.313761  472672.279040
9907    793.459254  462207.295320  468898.306100  471440.026159  472354.465678  472691.761919
9908    793.539345  462223.011105  468915.989320  471458.662380  472373.617363  472711.244742
9909    793.619435  462238.726436  468933.672187  471477.298276  472392.768815  472730.727510
9910    793.699526  462254.441313  468951.354704  471495.933848  472411.920035  472750.210224
9911    793.779617  462270.155736  468969.036869  471514.569095  472431.071022  472769.692883
9912    793.859708  462285.869706  468986.718683  471533.204017  472450.221777  472789.175487
9913    793.939798  462301.583222  469004.400145  471551.838614  472469.372300  472808.658036
9914    794.019889  462317.296285  469022.081257  471570.472888  472488.522590  472828.140531
9915    794.099980  462333.008895  469039.762017  471589.106836  472507.672648  472847.622971
9916    794.180071  462348.721051  469057.442427  471607.740461  472526.822473  472867.105356
9917    794.260162  462364.432754  469075.122485  471626.373761  472545.972067  472886.587687
9918    794.340252  462380.144004  469092.802193  471645.006736  472565.121428  472906.069963
9919    794.420343  462395.854802  469110.481550  471663.639387  472584.270556  472925.552185
9920    794.500434  462411.565146  469128.160557  471682.271715  472603.419453  472945.034351
9921    794.580525  462427.275038  469145.839212  471700.903717  472622.568117  472964.516464
9922    794.660615  462442.984477  469163.517517  471719.535396  472641.716549  472983.998521
9923    794.740706  462458.693464  469181.195472  471738.166751  472660.864749  473003.480524
9924    794.820797  462474.401998  469198.873076  471756.797781  472680.012717  473022.962473
9925    794.900888  462490.110080  469216.550330  471775.428488  472699.160452  473042.444367
9926    794.980978  462505.817710  469234.227233  471794.058871  472718.307956  473061.926206
9927    795.061069  462521.524887  469251.903787  471812.688930  472737.455227  473081.407991
9928    795.141160  462537.231612  469269.579990  471831.318664  472756.602266  473100.889722
9929    795.221251  462552.937886  469287.255843  471849.948075  472775.749074  473120.371398
9930    795.301342  462568.643708  469304.931346  471868.577163  472794.895649  473139.853020
9931    795.381432  462584.349077  469322.606499  471887.205926  472814.041992  473159.334587
9932    795.461523  462600.053996  469340.281303  471905.834366  472833.188103  473178.816100
9933    795.541614  462615.758462  469357.955756  471924.462483  472852.333982  473198.297558
9934    795.621705  462631.462477  469375.629860  471943.090275  472871.479629  473217.778962
9935    795.701795  462647.166041  469393.303614  471961.717744  472890.625044  473237.260312
9936    795.781886  462662.869154  469410.977019  471980.344890  472909.770227  473256.741607
9937    795.861977  462678.571815  469428.650074  471998.971712  472928.915179  473276.222848
9938    795.942068  462694.274025  469446.322779  472017.598211  472948.059898  473295.704035
9939    796.022158  462709.975784  469463.995135  472036.224386  472967.204385  473315.185167
9940    796.102249  462725.677093  469481.667142  472054.850238  472986.348641  473334.666246
9941    796.182340  462741.377950  469499.338800  472073.475767  473005.492665  473354.147269
9942    796.262431  462757.078357  469517.010108  472092.100973  473024.636457  473373.628239
