                 t         prod_1         prod_2         prod_3         prod_4         prod_5
1137     91.063205   62426.493125   62426.493125   62426.493125   62426.493125   62426.493125
1138     91.143296   62481.349446   62481.349446   62481.349446   62481.349446   62481.349446
1139     91.223387   62536.205767   62536.205767   62536.205767   62536.205767   62536.205767
1140     91.303477   62591.062087   62591.062087   62591.062087   62591.062087   62591.062087
1141     91.383568   62645.918408   62645.918408   62645.918408   62645.918408   62645.918408
1142     91.463659   62700.774729   62700.774729   62700.774729   62700.774729   62700.774729
1143     91.543750   62755.631050   62755.631050   62755.631050   62755.631050   62755.631050
1144     91.623840   62810.487371   62810.487371   62810.487371   62810.487371   62810.487371
1145     91.703931   62865.343692   62865.343692   62865.343692   62865.343692   62865.343692
1146     91.784022   62920.200013   62920.200013   62920.200013   62920.200013   62920.200013
1147     91.864113   62975.056333   62975.056333   62975.056333   62975.056333   62975.056333
1148     91.944203   63029.912654   63029.912654   63029.912654   63029.912654   63029.912654
1149     92.024294   63084.768975   63084.768975   63084.768975   63084.768975   63084.768975
1150     92.104385   63139.625296   63139.625296   63139.625296   63139.625296   63139.625296
1151     92.184476   63194.481617   63194.481617   63194.481617   63194.481617   63194.481617
1152     92.264567   63249.337938   63249.337938   63249.337938   63249.337938   63249.337938
1153     92.344657   63304.194258   63304.194258   63304.194258   63304.194258   63304.194258
1154     92.424748   63359.050579   63359.050579   63359.050579   63359.050579   63359.050579
1155     92.504839   63413.906900   63413.906900   63413.906900   63413.906900   63413.906900
1156     92.584930   63468.763221   63468.763221   63468.763221   63468.763221   63468.763221
1157     92.665020   63523.619542   63523.619542   63523.619542   63523.619542   63523.619542
1158     92.745111   63578.475863   63578.475863   63578.475863   63578.475863   63578.475863
1159     92.825202   63633.332184   63633.332184   63633.332184   63633.332184   63633.332184
1160     92.905293   63688.188504   63688.188504   63688.188504   63688.188504   63688.188504
1161     92.985383   63743.044825   63743.044825   63743.044825   63743.044825   63743.044825
1162     93.065474   63797.901146   63797.901146   63797.901146   63797.901146   63797.901146
1163     93.145565   63852.757467   63852.757467   63852.757467   63852.757467   63852.757467
1164     93.225656   63907.613788   63907.613788   63907.613788   63907.613788   63907.613788
1165     93.305747   63962.470109   63962.470109   63962.470109   63962.470109   63962.470109
1166     93.385837   64017.326429   64017.326429   64017.326429   64017.326429   64017.326429
1167     93.465928   64072.182750   64072.182750   64072.182750   64072.182750   64072.182750
1168     93.546019   64127.039071   64127.039071   64127.039071   64127.039071   64127.039071
1169     93.626110   64181.895392   64181.895392   64181.895392   64181.895392   64181.895392
1170     93.706200   64236.751713   64236.751713   64236.751713   64236.751713   64236.751713
1171     93.786291   64291.608034   64291.608034   64291.608034   64291.608034   64291.608034
1172     93.866382   64346.464355   64346.464355   64346.464355   64346.464355   64346.464355
1173     93.946473   64401.320675   64401.320675   64401.320675   64401.320675   64401.320675
1174     94.026563   64456.176996   64456.176996   64456.176996   64456.176996   64456.176996
1175     94.106654   64511.033317   64511.033317   64511.033317   64511.033317   64511.033317
1176     94.186745   64565.889638   64565.889638   64565.889638   64565.889638   64565.889638
1177     94.266836   64620.745959   64620.745959   64620.745959   64620.745959   64620.745959
1178     94.346927   64675.602280   64675.602280   64675.602280   64675.602280   64675.602280
1179     94.427017   64730.458600   64730.458600   64730.458600   64730.458600   64730.458600
1180     94.507108   64785.314921   64785.314921   64785.314921   64785.314921   64785.314921
1181     94.587199   64840.171242   64840.171242   64840.171242   64840.171242   64840.171242
1182     94.667290   64895.027563   64895.027563   64895.027563   64895.027563   64895.027563
1183     94.747380   64949.883884   64949.883884   64949.883884   64949.883884   64949.883884
1184     94.827471   65004.740205   65004.740205   65004.740205   65004.740205   65004.740205
1185     94.907562   65059.596526   65059.596526   65059.596526   65059.596526   65059.596526
1186     94.987653   65114.452846   65114.452846   65114.452846   65114.452846   65114.452846
1187     95.067743   65169.309167   65169.309167   65169.309167   65169.309167   65169.309167
1188     95.147834   65224.165488   65224.165488   65224.165488   65224.165488   65224.165488
1189     95.227925   65279.021809   65279.021809   65279.021809   65279.021809   65279.021809
1190     95.308016   65333.878130   65333.878130   65333.878130   65333.878130   65333.878130
1191     95.388107   65388.734451   65388.734451   65388.734451   65388.734451   65388.734451
1192     95.468197   65443.590772   65443.590772   65443.590772   65443.590772   65443.590772
1193     95.548288   65498.447092   65498.447092   65498.447092   65498.447092   65498.447092
1194     95.628379   65553.303413   65553.303413   65553.303413   65553.303413   65553.303413
1195     95.708470   65608.159734   65608.159734   65608.159734   65608.159734   65608.159734
1196     95.788560   65663.016055   65663.016055   65663.016055   65663.016055   65663.016055
1197     95.868651   65717.872376   65717.872376   65717.872376   65717.872376   65717.872376
1198     95.948742   65772.728697   65772.728697   65772.728697   65772.728697   65772.728697
1199     96.028833   65827.585017   65827.585017   65827.585017   65827.585017   65827.585017
1200     96.108923   65882.441338   65882.441338   65882.441338   65882.441338   65882.441338
1201     96.189014   65937.297659   65937.297659   65937.297659   65937.297659   65937.297659
1202     96.269105   65992.153980   65992.153980   65992.153980   65992.153980   65992.153980
1203     96.349196   66047.010301   66047.010301   66047.010301   66047.010301   66047.010301
1204     96.429287   66101.866622   66101.866622   66101.866622   66101.866622   66101.866622
1205     96.509377   66156.722943   66156.722943   66156.722943   66156.722943   66156.722943
1206     96.589468   66211.579263   66211.579263   66211.579263   66211.579263   66211.579263
1207     96.669559   66266.435584   66266.435584   66266.435584   66266.435584   66266.435584
1208     96.749650   66321.291905   66321.291905   66321.291905   66321.291905   66321.291905
1209     96.829740   66376.148226   66376.148226   66376.148226   66376.148226   66376.148226
1210     96.909831   66431.004547   66431.004547   66431.004547   66431.004547   66431.004547
1211     96.989922   66485.860868   66485.860868   66485.860868   66485.860868   66485.860868
1212     97.070013   66540.717188   66540.717188   66540.717188   66540.717188   66540.717188
1213     97.150103   66595.573509   66595.573509   66595.573509   66595.573509   66595.573509
1214     97.230194   66650.429830   66650.429830   66650.429830   66650.429830   66650.429830
1215     97.310285   66705.286151   66705.286151   66705.286151   66705.286151   66705.286151
1216     97.390376   66760.142472   66760.142472   66760.142472   66760.142472   66760.142472
1217     97.470467   66814.998793   66814.998793   66814.998793   66814.998793   66814.998793
1218     97.550557   66869.855114   66869.855114   66869.855114   66869.855114   66869.855114
1219     97.630648   66924.711434   66924.711434   66924.711434   66924.711434   66924.711434
1220     97.710739   66979.567755   66979.567755   66979.567755   66979.567755   66979.567755
1221     97.790830   67034.424076   67034.424076   67034.424076   67034.424076   67034.424076
1222     97.870920   67089.280397   67089.280397   67089.280397   67089.280397   67089.280397
1223     97.951011   67144.136718   67144.136718   67144.136718   67144.136718   67144.136718
1224     98.031102   67198.993039   67198.993039   67198.993039   67198.993039   67198.993039
1225     98.111193   67253.849359   67253.849359   67253.849359   67253.849359   67253.849359
1226     98.191283   67308.705680   67308.705680   67308.705680   67308.705680   67308.705680
1227     98.271374   67363.562001   67363.562001   67363.562001   67363.562001   67363.562001
1228     98.351465   67418.418322   67418.418322   67418.418322   67418.418322   67418.418322
1229     98.431556   67473.274643   67473.274643   67473.274643   67473.274643   67473.274643
1230     98.511647   67528.130964   67528.130964   67528.130964   67528.130964   67528.130964
1231     98.591737   67582.987285   67582.987285   67582.987285   67582.987285   67582.987285
1232     98.671828   67637.843605   67637.843605   67637.843605   67637.843605   67637.843605
1233     98.751919   67692.699926   67692.699926   67692.699926   67692.699926   67692.699926
1234     98.832010   67747.556247   67747.556247   67747.556247   67747.556247   67747.556247
1235     98.912100   67802.412568   67802.412568   67802.412568   67802.412568   67802.412568
1236     98.992191   67857.268889   67857.268889   67857.268889   67857.268889   67857.268889
1237     99.072282   67912.125210   67912.125210   67912.125210   67912.125210   67912.125210
1238     99.152373   67966.981531   67966.981531   67966.981531   67966.981531   67966.981531
1239     99.232463   68021.837851   68021.837851   68021.837851   68021.837851   68021.837851
1240     99.312554   68076.694172   68076.694172   68076.694172   68076.694172   68076.694172
1241     99.392645   68131.550493   68131.550493   68131.550493   68131.550493   68131.550493
1242     99.472736   68186.406814   68186.406814   68186.406814   68186.406814   68186.406814
1243     99.552827   68241.263135   68241.263135   68241.263135   68241.263135   68241.263135
1244     99.632917   68296.119456   68296.119456   68296.119456   68296.119456   68296.119456
1245     99.713008   68350.975776   68350.975776   68350.975776   68350.975776   68350.975776
1246     99.793099   68405.832097   68405.832097   68405.832097   68405.832097   68405.832097
1247     99.873190   68460.688418   68460.688418   68460.688418   68460.688418   68460.688418
1248     99.953280   68515.544739   68515.544739   68515.544739   68515.544739   68515.544739
1249    100.033371   68570.401060   68570.401060   68570.401060   68570.401060   68570.401060
1250    100.113462   68625.257381   68625.257381   68625.257381   68625.257381   68625.257381
1251    100.193553   68680.113702   68680.113702   68680.113702   68680.113702   68680.113702
1252    100.273643   68734.970022   68734.970022   68734.970022   68734.970022   68734.970022
1253    100.353734   68789.826343   68789.826343   68789.826343   68789.826343   68789.826343
1254    100.433825   68844.682664   68844.682664   68844.682664   68844.682664   68844.682664
1255    100.513916   68899.538985   68899.538985   68899.538985   68899.538985   68899.538985
1256    100.594007   68954.395306   68954.395306   68954.395306   68954.395306   68954.395306
1257    100.674097   69009.251627   69009.251627   69009.251627   69009.251627   69009.251627
1258    100.754188   69064.107947   69064.107947   69064.107947   69064.107947   69064.107947
1259    100.834279   69118.964268   69118.964268   69118.964268   69118.964268   69118.964268
1260    100.914370   69173.820589   69173.820589   69173.820589   69173.820589   69173.820589
1261    100.994460   69228.676910   69228.676910   69228.676910   69228.676910   69228.676910
1262    101.074551   69283.533231   69283.533231   69283.533231   69283.533231   69283.533231
1263    101.154642   69338.389552   69338.389552   69338.389552   69338.389552   69338.389552
1264    101.234733   69393.245873   69393.245873   69393.245873   69393.245873   69393.245873
1265    101.314823   69448.102193   69448.102193   69448.102193   69448.102193   69448.102193
1266    101.394914   69502.958514   69502.958514   69502.958514   69502.958514   69502.958514
1267    101.475005   69557.814835   69557.814835   69557.814835   69557.814835   69557.814835
1268    101.555096   69612.671156   69612.671156   69612.671156   69612.671156   69612.671156
1269    101.635187   69667.527477   69667.527477   69667.527477   69667.527477   69667.527477
1270    101.715277   69722.383798   69722.383798   69722.383798   69722.383798   69722.383798
1271    101.795368   69777.240119   69777.240118   69777.240119   69777.240119   69777.240119
1272    101.875459   69832.096439   69832.096439   69832.096439   69832.096439   69832.096439
1273    101.955550   69886.952760   69886.952760   69886.952760   69886.952760   69886.952760
1274    102.035640   69941.809081   69941.809081   69941.809081   69941.809081   69941.809081
1275    102.115731   69996.665402   69996.665402   69996.665402   69996.665402   69996.665402
1276    102.195822   70051.521723   70051.521723   70051.521723   70051.521723   70051.521723
1277    102.275913   70106.378044   70106.378044   70106.378044   70106.378044   70106.378044
1278    102.356003   70161.234364   70161.234364   70161.234364   70161.234364   70161.234364
1279    102.436094   70216.090685   70216.090685   70216.090685   70216.090685   70216.090685
1280    102.516185   70270.947006   70270.947006   70270.947006   70270.947006   70270.947006
1281    102.596276   70325.803327   70325.803327   70325.803327   70325.803327   70325.803327
1282    102.676367   70380.659648   70380.659648   70380.659648   70380.659648   70380.659648
1283    102.756457   70435.515969   70435.515969   70435.515969   70435.515969   70435.515969
1284    102.836548   70490.372290   70490.372290   70490.372290   70490.372290   70490.372290
1285    102.916639   70545.228610   70545.228610   70545.228610   70545.228610   70545.228610
1286    102.996730   70600.084931   70600.084931   70600.084931   70600.084931   70600.084931
1287    103.076820   70654.941252   70654.941252   70654.941252   70654.941252   70654.941252
1288    103.156911   70709.797573   70709.797573   70709.797573   70709.797573   70709.797573
1289    103.237002   70764.653894   70764.653894   70764.653894   70764.653894   70764.653894
1290    103.317093   70819.510215   70819.510215   70819.510215   70819.510215   70819.510215
1291    103.397183   70874.366535   70874.366535   70874.366535   70874.366535   70874.366535
1292    103.477274   70929.222856   70929.222856   70929.222856   70929.222856   70929.222856
1293    103.557365   70984.079177   70984.079177   70984.079177   70984.079177   70984.079177
1294    103.637456   71038.935498   71038.935498   71038.935498   71038.935498   71038.935498
1295    103.717547   71093.791819   71093.791819   71093.791819   71093.791819   71093.791819
1296    103.797637   71148.648140   71148.648140   71148.648140   71148.648140   71148.648140
1297    103.877728   71203.504461   71203.504461   71203.504461   71203.504461   71203.504461
1298    103.957819   71258.360781   71258.360781   71258.360781   71258.360781   71258.360781
1299    104.037910   71313.217102   71313.217102   71313.217102   71313.217102   71313.217102
1300    104.118000   71368.073423   71368.073423   71368.073423   71368.073423   71368.073423
1301    104.198091   71422.929744   71422.929744   71422.929744   71422.929744   71422.929744
1302    104.278182   71477.786065   71477.786065   71477.786065   71477.786065   71477.786065
1303    104.358273   71532.642386   71532.642386   71532.642386   71532.642386   71532.642386
1304    104.438363   71587.498706   71587.498706   71587.498706   71587.498706   71587.498706
1305    104.518454   71642.355027   71642.355027   71642.355027   71642.355027   71642.355027
1306    104.598545   71697.211348   71697.211348   71697.211348   71697.211348   71697.211348
1307    104.678636   71752.067669   71752.067669   71752.067669   71752.067669   71752.067669
1308    104.758727   71806.923990   71806.923990   71806.923990   71806.923990   71806.923990
1309    104.838817   71861.780311   71861.780311   71861.780311   71861.780311   71861.780311
1310    104.918908   71916.636632   71916.636632   71916.636632   71916.636632   71916.636632
1311    104.998999   71971.492952   71971.492952   71971.492952   71971.492952   71971.492952
1312    105.079090   72026.349273   72026.349273   72026.349273   72026.349273   72026.349273
1313    105.159180   72081.205594   72081.205594   72081.205594   72081.205594   72081.205594
1314    105.239271   72136.061915   72136.061915   72136.061915   72136.061915   72136.061915
1315    105.319362   72190.918236   72190.918236   72190.918236   72190.918236   72190.918236
1316    105.399453   72245.774557   72245.774557   72245.774557   72245.774557   72245.774557
1317    105.479543   72300.630878   72300.630878   72300.630878   72300.630878   72300.630878
1318    105.559634   72355.487198   72355.487198   72355.487198   72355.487198   72355.487198
1319    105.639725   72410.343519   72410.343519   72410.343519   72410.343519   72410.343519
1320    105.719816   72465.199840   72465.199840   72465.199840   72465.199840   72465.199840
1321    105.799907   72520.056161   72520.056161   72520.056161   72520.056161   72520.056161
1322    105.879997   72574.912482   72574.912482   72574.912482   72574.912482   72574.912482
1323    105.960088   72629.768803   72629.768803   72629.768803   72629.768803   72629.768803
1324    106.040179   72684.625123   72684.625123   72684.625123   72684.625123   72684.625123
1325    106.120270   72739.481444   72739.481444   72739.481444   72739.481444   72739.481444
1326    106.200360   72794.337765   72794.337765   72794.337765   72794.337765   72794.337765
1327    106.280451   72849.194086   72849.194086   72849.194086   72849.194086   72849.194086
1328    106.360542   72904.050407   72904.050407   72904.050407   72904.050407   72904.050407
1329    106.440633   72958.906728   72958.906728   72958.906728   72958.906728   72958.906728
1330    106.520723   73013.763049   73013.763049   73013.763049   73013.763049   73013.763049
1331    106.600814   73068.619369   73068.619369   73068.619369   73068.619369   73068.619369
1332    106.680905   73123.475690   73123.475690   73123.475690   73123.475690   73123.475690
1333    106.760996   73178.332011   73178.332011   73178.332011   73178.332011   73178.332011
1334    106.841087   73233.188332   73233.188332   73233.188332   73233.188332   73233.188332
1335    106.921177   73288.044653   73288.044653   73288.044653   73288.044653   73288.044653
1336    107.001268   73342.900974   73342.900974   73342.900974   73342.900974   73342.900974
1337    107.081359   73397.757294   73397.757294   73397.757294   73397.757294   73397.757294
1338    107.161450   73452.613615   73452.613615   73452.613615   73452.613615   73452.613615
1339    107.241540   73507.469936   73507.469936   73507.469936   73507.469936   73507.469936
1340    107.321631   73562.326257   73562.326257   73562.326257   73562.326257   73562.326257
1341    107.401722   73617.182578   73617.182578   73617.182578   73617.182578   73617.182578
1342    107.481813   73672.038899   73672.038899   73672.038899   73672.038899   73672.038899
1343    107.561903   73726.895220   73726.895220   73726.895220   73726.895220   73726.895220
1344    107.641994   73781.751540   73781.751540   73781.751540   73781.751540   73781.751540
1345    107.722085   73836.607861   73836.607861   73836.607861   73836.607861   73836.607861
1346    107.802176   73891.464182   73891.464182   73891.464182   73891.464182   73891.464182
1347    107.882267   73946.320503   73946.320503   73946.320503   73946.320503   73946.320503
1348    107.962357   74001.176824   74001.176824   74001.176824   74001.176824   74001.176824
1349    108.042448   74056.033145   74056.033145   74056.033145   74056.033145   74056.033145
1350    108.122539   74110.889465   74110.889465   74110.889465   74110.889465   74110.889465
1351    108.202630   74165.745786   74165.745786   74165.745786   74165.745786   74165.745786
1352    108.282720   74220.602107   74220.602107   74220.602107   74220.602107   74220.602107
1353    108.362811   74275.458428   74275.458428   74275.458428   74275.458428   74275.458428
1354    108.442902   74330.314749   74330.314749   74330.314749   74330.314749   74330.314749
1355    108.522993   74385.171070   74385.171070   74385.171070   74385.171070   74385.171070
1356    108.603083   74440.027391   74440.027391   74440.027391   74440.027391   74440.027391
1357    108.683174   74494.883711   74494.883711   74494.883711   74494.883711   74494.883711
1358    108.763265   74549.740032   74549.740032   74549.740032   74549.740032   74549.740032
1359    108.843356   74604.596353   74604.596353   74604.596353   74604.596353   74604.596353
1360    108.923447   74659.452674   74659.452674   74659.452674   74659.452674   74659.452674
1361    109.003537   74714.308995   74714.308995   74714.308995   74714.308995   74714.308995
1362    109.083628   74769.165316   74769.165316   74769.165316   74769.165316   74769.165316
1363    109.163719   74824.021637   74824.021637   74824.021637   74824.021637   74824.021637
1364    109.243810   74878.877957   74878.877957   74878.877957   74878.877957   74878.877957
1365    109.323900   74933.734278   74933.734278   74933.734278   74933.734278   74933.734278
1366    109.403991   74988.590599   74988.590599   74988.590599   74988.590599   74988.590599
1367    109.484082   75043.446920   75043.446920   75043.446920   75043.446920   75043.446920
1368    109.564173   75098.303241   75098.303241   75098.303241   75098.303241   75098.303241
1369    109.644263   75153.159562   75153.159562   75153.159562   75153.159562   75153.159562
1370    109.724354   75208.015882   75208.015882   75208.015882   75208.015882   75208.015882
1371    109.804445   75262.872203   75262.872203   75262.872203   75262.872203   75262.872203
1372    109.884536   75317.728524   75317.728524   75317.728524   75317.728524   75317.728524
1373    109.964627   75372.584845   75372.584845   75372.584845   75372.584845   75372.584845
1374    110.044717   75427.441166   75427.441166   75427.441166   75427.441166   75427.441166
1375    110.124808   75482.297487   75482.297487   75482.297487   75482.297487   75482.297487
1376    110.204899   75537.153808   75537.153808   75537.153808   75537.153808   75537.153808
1377    110.284990   75592.010128   75592.010128   75592.010128   75592.010128   75592.010128
1378    110.365080   75646.866449   75646.866449   75646.866449   75646.866449   75646.866449
1379    110.445171   75701.722770   75701.722770   75701.722770   75701.722770   75701.722770
1380    110.525262   75756.579091   75756.579091   75756.579091   75756.579091   75756.579091
1381    110.605353   75811.435412   75811.435412   75811.435412   75811.435412   75811.435412
1382    110.685444   75866.291733   75866.291733   75866.291733   75866.291733   75866.291733
1383    110.765534   75921.148053   75921.148053   75921.148053   75921.148053   75921.148053
1384    110.845625   75976.004374   75976.004374   75976.004374   75976.004374   75976.004374
1385    110.925716   76030.860695   76030.860695   76030.860695   76030.860695   76030.860695
1386    111.005807   76085.717016   76085.717016   76085.717016   76085.717016   76085.717016
1387    111.085897   76140.573337   76140.573337   76140.573337   76140.573337   76140.573337
1388    111.165988   76195.429658   76195.429658   76195.429658   76195.429658   76195.429658
1389    111.246079   76250.285979   76250.285979   76250.285979   76250.285979   76250.285979
1390    111.326170   76305.142299   76305.142299   76305.142299   76305.142299   76305.142299
1391    111.406260   76359.998620   76359.998620   76359.998620   76359.998620   76359.998620
1392    111.486351   76414.854941   76414.854941   76414.854941   76414.854941   76414.854941
1393    111.566442   76469.711262   76469.711262   76469.711262   76469.711262   76469.711262
1394    111.646533   76524.567583   76524.567583   76524.567583   76524.567583   76524.567583
1395    111.726624   76579.423904   76579.423904   76579.423904   76579.423904   76579.423904
1396    111.806714   76634.280224   76634.280224   76634.280224   76634.280224   76634.280224
1397    111.886805   76689.136545   76689.136545   76689.136545   76689.136545   76689.136545
1398    111.966896   76743.992866   76743.992866   76743.992866   76743.992866   76743.992866
1399    112.046987   76798.849187   76798.849187   76798.849187   76798.849187   76798.849187
1400    112.127077   76853.705508   76853.705508   76853.705508   76853.705508   76853.705508
1401    112.207168   76908.561829   76908.561829   76908.561829   76908.561829   76908.561829
1402    112.287259   76963.418150   76963.418150   76963.418150   76963.418150   76963.418150
1403    112.367350   77018.274470   77018.274470   77018.274470   77018.274470   77018.274470
1404    112.447440   77073.130791   77073.130791   77073.130791   77073.130791   77073.130791
1405    112.527531   77127.987112   77127.987112   77127.987112   77127.987112   77127.987112
1406    112.607622   77182.843433   77182.843433   77182.843433   77182.843433   77182.843433
1407    112.687713   77237.699754   77237.699754   77237.699754   77237.699754   77237.699754
1408    112.767804   77292.556075   77292.556075   77292.556075   77292.556075   77292.556075
1409    112.847894   77347.412396   77347.412396   77347.412396   77347.412396   77347.412396
1410    112.927985   77402.268716   77402.268716   77402.268716   77402.268716   77402.268716
1411    113.008076   77457.125037   77457.125037   77457.125037   77457.125037   77457.125037
1412    113.088167   77511.981358   77511.981358   77511.981358   77511.981358   77511.981358
1413    113.168257   77566.837679   77566.837679   77566.837679   77566.837679   77566.837679
1414    113.248348   77621.694000   77621.694000   77621.694000   77621.694000   77621.694000
1415    113.328439   77676.550321   77676.550321   77676.550321   77676.550321   77676.550321
1416    113.408530   77731.406641   77731.406641   77731.406641   77731.406641   77731.406641
1417    113.488620   77786.262962   77786.262962   77786.262962   77786.262962   77786.262962
1418    113.568711   77841.119283   77841.119283   77841.119283   77841.119283   77841.119283
1419    113.648802   77895.975604   77895.975604   77895.975604   77895.975604   77895.975604
1420    113.728893   77950.831925   77950.831925   77950.831925   77950.831925   77950.831925
1421    113.808984   78005.688246   78005.688246   78005.688246   78005.688246   78005.688246
1422    113.889074   78060.544567   78060.544567   78060.544567   78060.544567   78060.544567
1423    113.969165   78115.400887   78115.400887   78115.400887   78115.400887   78115.400887
1424    114.049256   78170.257208   78170.257208   78170.257208   78170.257208   78170.257208
1425    114.129347   78225.113529   78225.113529   78225.113529   78225.113529   78225.113529
1426    114.209437   78279.969850   78279.969850   78279.969850   78279.969850   78279.969850
1427    114.289528   78334.826171   78334.826171   78334.826171   78334.826171   78334.826171
1428    114.369619   78389.682492   78389.682492   78389.682492   78389.682492   78389.682492
1429    114.449710   78444.538812   78444.538812   78444.538812   78444.538812   78444.538812
1430    114.529800   78499.395133   78499.395133   78499.395133   78499.395133   78499.395133
1431    114.609891   78554.251454   78554.251454   78554.251454   78554.251454   78554.251454
1432    114.689982   78609.107775   78609.107775   78609.107775   78609.107775   78609.107775
1433    114.770073   78663.964096   78663.964096   78663.964096   78663.964096   78663.964096
1434    114.850164   78718.820417   78718.820417   78718.820417   78718.820417   78718.820417
1435    114.930254   78773.676738   78773.676738   78773.676738   78773.676738   78773.676738
1436    115.010345   78828.533058   78828.533058   78828.533058   78828.533058   78828.533058
1437    115.090436   78883.389379   78883.389379   78883.389379   78883.389379   78883.389379
1438    115.170527   78938.245700   78938.245700   78938.245700   78938.245700   78938.245700
1439    115.250617   78993.102021   78993.102021   78993.102021   78993.102021   78993.102021
1440    115.330708   79047.958342   79047.958342   79047.958342   79047.958342   79047.958342
1441    115.410799   79102.814663   79102.814663   79102.814663   79102.814663   79102.814663
1442    115.490890   79157.670983   79157.670983   79157.670983   79157.670983   79157.670983
1443    115.570980   79212.527304   79212.527304   79212.527304   79212.527304   79212.527304
1444    115.651071   79267.383625   79267.383625   79267.383625   79267.383625   79267.383625
1445    115.731162   79322.239946   79322.239946   79322.239946   79322.239946   79322.239946
1446    115.811253   79377.096267   79377.096267   79377.096267   79377.096267   79377.096267
1447    115.891344   79431.952588   79431.952588   79431.952588   79431.952588   79431.952588
1448    115.971434   79486.808909   79486.808909   79486.808909   79486.808909   79486.808909
1449    116.051525   79541.665229   79541.665229   79541.665229   79541.665229   79541.665229
1450    116.131616   79596.521550   79596.521550   79596.521550   79596.521550   79596.521550
1451    116.211707   79651.377871   79651.377871   79651.377871   79651.377871   79651.377871
1452    116.291797   79706.234192   79706.234192   79706.234192   79706.234192   79706.234192
1453    116.371888   79761.090513   79761.090513   79761.090513   79761.090513   79761.090513
1454    116.451979   79815.946834   79815.946834   79815.946834   79815.946834   79815.946834
1455    116.532070   79870.803155   79870.803155   79870.803155   79870.803155   79870.803155
1456    116.612160   79925.659475   79925.659475   79925.659475   79925.659475   79925.659475
1457    116.692251   79980.515796   79980.515796   79980.515796   79980.515796   79980.515796
1458    116.772342   80035.372117   80035.372117   80035.372117   80035.372117   80035.372117
1459    116.852433   80090.228438   80090.228438   80090.228438   80090.228438   80090.228438
1460    116.932524   80145.084759   80145.084759   80145.084759   80145.084759   80145.084759
1461    117.012614   80199.941080   80199.941080   80199.941080   80199.941080   80199.941080
1462    117.092705   80254.797400   80254.797400   80254.797400   80254.797400   80254.797400
1463    117.172796   80309.653721   80309.653721   80309.653721   80309.653721   80309.653721
1464    117.252887   80364.510042   80364.510042   80364.510042   80364.510042   80364.510042
1465    117.332977   80419.366363   80419.366363   80419.366363   80419.366363   80419.366363
1466    117.413068   80474.222684   80474.222684   80474.222684   80474.222684   80474.222684
1467    117.493159   80529.079005   80529.079005   80529.079005   80529.079005   80529.079005
1468    117.573250   80583.935326   80583.935326   80583.935326   80583.935326   80583.935326
1469    117.653340   80638.791646   80638.791646   80638.791646   80638.791646   80638.791646
1470    117.733431   80693.647967   80693.647967   80693.647967   80693.647967   80693.647967
1471    117.813522   80748.504288   80748.504288   80748.504288   80748.504288   80748.504288
1472    117.893613   80803.360609   80803.360609   80803.360609   80803.360609   80803.360609
1473    117.973704   80858.216930   80858.216930   80858.216930   80858.216930   80858.216930
1474    118.053794   80913.073251   80913.073251   80913.073251   80913.073251   80913.073251
1475    118.133885   80967.929571   80967.929571   80967.929571   80967.929571   80967.929571
1476    118.213976   81022.785892   81022.785892   81022.785892   81022.785892   81022.785892
1477    118.294067   81077.642213   81077.642213   81077.642213   81077.642213   81077.642213
1478    118.374157   81132.498534   81132.498534   81132.498534   81132.498534   81132.498534
1479    118.454248   81187.354855   81187.354855   81187.354855   81187.354855   81187.354855
1480    118.534339   81242.211176   81242.211176   81242.211176   81242.211176   81242.211176
1481    118.614430   81297.067497   81297.067497   81297.067497   81297.067497   81297.067497
1482    118.694520   81351.923817   81351.923817   81351.923817   81351.923817   81351.923817
1483    118.774611   81406.780138   81406.780138   81406.780138   81406.780138   81406.780138
1484    118.854702   81461.636459   81461.636459   81461.636459   81461.636459   81461.636459
1485    118.934793   81516.492780   81516.492780   81516.492780   81516.492780   81516.492780
1486    119.014884   81571.349101   81571.349101   81571.349101   81571.349101   81571.349101
1487    119.094974   81626.205422   81626.205422   81626.205422   81626.205422   81626.205422
1488    119.175065   81681.061742   81681.061742   81681.061742   81681.061742   81681.061742
1489    119.255156   81735.918063   81735.918063   81735.918063   81735.918063   81735.918063
1490    119.335247   81790.774384   81790.774384   81790.774384   81790.774384   81790.774384
1491    119.415337   81845.630705   81845.630705   81845.630705   81845.630705   81845.630705
1492    119.495428   81900.487026   81900.487026   81900.487026   81900.487026   81900.487026
1493    119.575519   81955.343347   81955.343347   81955.343347   81955.343347   81955.343347
1494    119.655610   82010.199668   82010.199668   82010.199668   82010.199668   82010.199668
1495    119.735700   82065.055988   82065.055988   82065.055988   82065.055988   82065.055988
1496    119.815791   82119.912309   82119.912309   82119.912309   82119.912309   82119.912309
1497    119.895882   82174.768630   82174.768630   82174.768630   82174.768630   82174.768630
1498    119.975973   82229.624951   82229.624951   82229.624951   82229.624951   82229.624951
1499    120.056064   82284.481272   82284.481272   82284.481272   82284.481272   82284.481272
1500    120.136154   82339.337593   82339.337593   82339.337593   82339.337593   82339.337593
1501    120.216245   82394.193914   82394.193914   82394.193914   82394.193914   82394.193914
1502    120.296336   82449.050234   82449.050234   82449.050234   82449.050234   82449.050234
1503    120.376427   82503.906555   82503.906555   82503.906555   82503.906555   82503.906555
