               t         prod_1         prod_2         prod_3         prod_4
4957  397.076202  271989.562500  271981.468750  271982.125000  271981.375000
4958  397.156311  272044.406250  272036.343750  272037.062500  272036.187500
4959  397.236420  272099.312500  272091.281250  272091.937500  272091.000000
4960  397.316498  272154.187500  272146.093750  272146.875000  272145.875000
4961  397.396606  272209.125000  272200.937500  272201.781250  272200.750000
4962  397.476715  272264.000000  272255.781250  272256.656250  272255.687500
4963  397.556824  272318.812500  272310.625000  272311.531250  272310.531250
4964  397.636932  272373.718750  272365.468750  272366.406250  272365.437500
4965  397.717041  272428.593750  272420.343750  272421.218750  272420.312500
4966  397.797119  272483.500000  272475.281250  272476.062500  272475.156250
4967  397.877228  272538.312500  272530.093750  272530.968750  272530.031250
4968  397.957336  272593.156250  272584.937500  272585.781250  272584.812500
4969  398.037445  272648.062500  272639.843750  272640.625000  272639.718750
4970  398.117554  272702.937500  272694.687500  272695.437500  272694.531250
4971  398.197662  272757.812500  272749.625000  272750.281250  272749.375000
4972  398.277771  272812.625000  272804.500000  272805.187500  272804.281250
4973  398.357849  272867.531250  272859.375000  272860.093750  272859.156250
4974  398.437958  272922.375000  272914.250000  272914.937500  272913.968750
4975  398.518066  272977.218750  272969.125000  272969.750000  272968.843750
4976  398.598175  273032.031250  273023.937500  273024.562500  273023.625000
4977  398.678284  273086.875000  273078.781250  273079.468750  273078.468750
4978  398.758392  273141.718750  273133.718750  273134.312500  273133.343750
4979  398.838501  273196.562500  273188.500000  273189.218750  273188.156250
4980  398.918579  273251.468750  273243.343750  273244.031250  273243.000000
4981  398.998688  273306.375000  273298.187500  273298.906250  273297.843750
4982  399.078796  273361.250000  273353.031250  273353.750000  273352.625000
