               t         prod_1         prod_2         prod_3         prod_4
820    65.685394   45037.097656   45036.964844   45036.964844   45036.964844
821    65.765495   45091.949219   45091.816406   45091.816406   45091.816406
822    65.845596   45146.808594   45146.671875   45146.671875   45146.671875
823    65.925705   45201.667969   45201.527344   45201.527344   45201.527344
824    66.005806   45256.523438   45256.386719   45256.386719   45256.386719
825    66.085915   45311.375000   45311.238281   45311.238281   45311.238281
826    66.166016   45366.230469   45366.097656   45366.097656   45366.097656
827    66.246117   45421.082031   45420.957031   45420.957031   45420.957031
828    66.326225   45475.937500   45475.808594   45475.808594   45475.808594
829    66.406326   45530.792969   45530.667969   45530.667969   45530.667969
830    66.486435   45585.648438   45585.523438   45585.523438   45585.523438
831    66.566536   45640.496094   45640.386719   45640.386719   45640.386719
832    66.646637   45695.355469   45695.242188   45695.242188   45695.242188
833    66.726746   45750.218750   45750.101562   45750.101562   45750.101562
834    66.806847   45805.070312   45804.957031   45804.957031   45804.957031
835    66.886955   45859.925781   45859.812500   45859.812500   45859.812500
836    66.967056   45914.781250   45914.671875   45914.671875   45914.671875
837    67.047157   45969.640625   45969.527344   45969.527344   45969.527344
838    67.127266   46024.507812   46024.382812   46024.382812   46024.382812
839    67.207367   46079.367188   46079.242188   46079.242188   46079.242188
840    67.287476   46134.218750   46134.097656   46134.097656   46134.097656
841    67.367577   46189.074219   46188.953125   46188.953125   46188.953125
842    67.447685   46243.925781   46243.816406   46243.816406   46243.816406
843    67.527786   46298.777344   46298.675781   46298.675781   46298.675781
844    67.607887   46353.632812   46353.539062   46353.539062   46353.539062
845    67.687996   46408.496094   46408.394531   46408.394531   46408.394531
846    67.768097   46463.359375   46463.246094   46463.246094   46463.246094
847    67.848206   46518.214844   46518.105469   46518.105469   46518.105469
848    67.928307   46573.070312   46572.949219   46572.949219   46572.949219
849    68.008408   46627.933594   46627.804688   46627.804688   46627.804688
850    68.088516   46682.785156   46682.660156   46682.660156   46682.660156
851    68.168617   46737.640625   46737.515625   46737.515625   46737.515625
852    68.248726   46792.500000   46792.367188   46792.367188   46792.367188
853    68.328827   46847.355469   46847.230469   46847.230469   46847.230469
854    68.408928   46902.210938   46902.082031   46902.082031   46902.082031
855    68.489037   46957.078125   46956.937500   46956.937500   46956.937500
856    68.569138   47011.941406   47011.792969   47011.792969   47011.792969
857    68.649246   47066.792969   47066.652344   47066.652344   47066.652344
858    68.729347   47121.648438   47121.507812   47121.507812   47121.507812
859    68.809448   47176.496094   47176.359375   47176.359375   47176.359375
860    68.889557   47231.347656   47231.214844   47231.214844   47231.214844
861    68.969658   47286.199219   47286.074219   47286.074219   47286.074219
862    69.049767   47341.066406   47340.929688   47340.929688   47340.929688
863    69.129868   47395.917969   47395.785156   47395.785156   47395.785156
864    69.209976   47450.757812   47450.648438   47450.648438   47450.648438
865    69.290077   47505.605469   47505.503906   47505.503906   47505.503906
866    69.370178   47560.468750   47560.363281   47560.363281   47560.363281
867    69.450287   47615.324219   47615.222656   47615.222656   47615.222656
868    69.530388   47670.175781   47670.082031   47670.082031   47670.082031
869    69.610497   47725.031250   47724.937500   47724.937500   47724.937500
870    69.690598   47779.890625   47779.792969   47779.792969   47779.792969
871    69.770699   47834.753906   47834.644531   47834.644531   47834.644531
872    69.850807   47889.613281   47889.503906   47889.503906   47889.503906
873    69.930908   47944.472656   47944.355469   47944.355469   47944.355469
874    70.011017   47999.324219   47999.210938   47999.210938   47999.210938
875    70.091118   48054.183594   48054.062500   48054.062500   48054.062500
876    70.171219   48109.035156   48108.914062   48108.914062   48108.914062
877    70.251328   48163.890625   48163.765625   48163.765625   48163.765625
878    70.331429   48218.742188   48218.628906   48218.628906   48218.628906
879    70.411537   48273.597656   48273.484375   48273.484375   48273.484375
880    70.491638   48328.449219   48328.339844   48328.339844   48328.339844
881    70.571739   48383.308594   48383.203125   48383.203125   48383.203125
882    70.651848   48438.175781   48438.058594   48438.058594   48438.058594
883    70.731949   48493.019531   48492.921875   48492.921875   48492.921875
884    70.812057   48547.878906   48547.777344   48547.777344   48547.777344
885    70.892159   48602.726562   48602.632812   48602.632812   48602.632812
886    70.972267   48657.578125   48657.484375   48657.484375   48657.484375
887    71.052368   48712.417969   48712.347656   48712.347656   48712.347656
888    71.132469   48767.281250   48767.199219   48767.199219   48767.199219
889    71.212578   48822.148438   48822.050781   48822.050781   48822.050781
890    71.292679   48877.007812   48876.906250   48876.906250   48876.906250
891    71.372787   48931.863281   48931.761719   48931.761719   48931.761719
892    71.452888   48986.726562   48986.621094   48986.621094   48986.621094
893    71.532990   49041.578125   49041.472656   49041.472656   49041.472656
894    71.613098   49096.433594   49096.328125   49096.328125   49096.328125
895    71.693199   49151.285156   49151.183594   49151.183594   49151.183594
896    71.773308   49206.136719   49206.042969   49206.042969   49206.042969
897    71.853409   49260.992188   49260.894531   49260.894531   49260.894531
898    71.933510   49315.847656   49315.746094   49315.746094   49315.746094
899    72.013618   49370.703125   49370.613281   49370.613281   49370.613281
900    72.093719   49425.550781   49425.464844   49425.464844   49425.464844
901    72.173828   49480.414062   49480.332031   49480.332031   49480.332031
902    72.253929   49535.269531   49535.187500   49535.187500   49535.187500
903    72.334030   49590.121094   49590.046875   49590.046875   49590.046875
904    72.414139   49644.976562   49644.898438   49644.898438   49644.898438
905    72.494240   49699.832031   49699.753906   49699.753906   49699.753906
906    72.574348   49754.687500   49754.609375   49754.609375   49754.609375
907    72.654449   49809.542969   49809.468750   49809.468750   49809.468750
908    72.734558   49864.394531   49864.324219   49864.324219   49864.324219
909    72.814659   49919.246094   49919.179688   49919.179688   49919.179688
910    72.894760   49974.097656   49974.039062   49974.039062   49974.039062
911    72.974869   50028.949219   50028.894531   50028.894531   50028.894531
912    73.054970   50083.796875   50083.757812   50083.757812   50083.757812
913    73.135078   50138.652344   50138.613281   50138.613281   50138.613281
914    73.215179   50193.507812   50193.468750   50193.468750   50193.468750
915    73.295280   50248.367188   50248.320312   50248.320312   50248.320312
916    73.375389   50303.218750   50303.171875   50303.171875   50303.171875
917    73.455490   50358.074219   50358.031250   50358.031250   50358.031250
918    73.535599   50412.925781   50412.894531   50412.894531   50412.894531
919    73.615700   50467.789062   50467.757812   50467.757812   50467.757812
920    73.695801   50522.648438   50522.609375   50522.609375   50522.609375
921    73.775909   50577.500000   50577.472656   50577.472656   50577.472656
922    73.856010   50632.359375   50632.324219   50632.324219   50632.324219
923    73.936119   50687.214844   50687.183594   50687.183594   50687.183594
924    74.016220   50742.066406   50742.042969   50742.042969   50742.042969
925    74.096321   50796.921875   50796.898438   50796.898438   50796.898438
926    74.176430   50851.773438   50851.750000   50851.750000   50851.750000
927    74.256531   50906.636719   50906.605469   50906.605469   50906.605469
928    74.336639   50961.492188   50961.449219   50961.449219   50961.449219
929    74.416740   51016.335938   51016.304688   51016.304688   51016.304688
930    74.496849   51071.187500   51071.156250   51071.156250   51071.156250
931    74.576950   51126.046875   51126.019531   51126.019531   51126.019531
932    74.657051   51180.914062   51180.871094   51180.871094   51180.871094
933    74.737160   51235.773438   51235.726562   51235.726562   51235.726562
934    74.817261   51290.632812   51290.578125   51290.578125   51290.578125
935    74.897369   51345.496094   51345.433594   51345.433594   51345.433594
936    74.977470   51400.347656   51400.292969   51400.292969   51400.292969
937    75.057571   51455.199219   51455.148438   51455.148438   51455.148438
938    75.137680   51510.062500   51510.003906   51510.003906   51510.003906
939    75.217781   51564.914062   51564.855469   51564.855469   51564.855469
940    75.297890   51619.765625   51619.714844   51619.714844   51619.714844
941    75.377991   51674.628906   51674.582031   51674.582031   51674.582031
942    75.458092   51729.492188   51729.433594   51729.433594   51729.433594
943    75.538200   51784.359375   51784.289062   51784.289062   51784.289062
944    75.618301   51839.222656   51839.144531   51839.144531   51839.144531
945    75.698410   51894.078125   51893.996094   51893.996094   51893.996094
946    75.778511   51948.949219   51948.859375   51948.859375   51948.859375
947    75.858612   52003.820312   52003.710938   52003.710938   52003.710938
948    75.938721   52058.679688   52058.578125   52058.578125   52058.578125
949    76.018822   52113.523438   52113.437500   52113.437500   52113.437500
950    76.098930   52168.386719   52168.292969   52168.292969   52168.292969
951    76.179031   52223.242188   52223.144531   52223.144531   52223.144531
952    76.259140   52278.101562   52278.000000   52278.000000   52278.000000
953    76.339241   52332.976562   52332.851562   52332.851562   52332.851562
954    76.419342   52387.832031   52387.699219   52387.699219   52387.699219
955    76.499451   52442.683594   52442.558594   52442.558594   52442.558594
956    76.579552   52497.546875   52497.421875   52497.421875   52497.421875
957    76.659660   52552.410156   52552.281250   52552.281250   52552.281250
958    76.739761   52607.253906   52607.136719   52607.136719   52607.136719
959    76.819862   52662.105469   52661.988281   52661.988281   52661.988281
960    76.899971   52716.972656   52716.839844   52716.839844   52716.839844
961    76.980072   52771.839844   52771.695312   52771.695312   52771.695312
962    77.060181   52826.707031   52826.550781   52826.550781   52826.550781
963    77.140282   52881.562500   52881.398438   52881.398438   52881.398438
964    77.220383   52936.425781   52936.250000   52936.250000   52936.250000
965    77.300491   52991.285156   52991.105469   52991.105469   52991.105469
966    77.380592   53046.144531   53045.964844   53045.964844   53045.964844
967    77.460701   53100.996094   53100.820312   53100.820312   53100.820312
968    77.540802   53155.847656   53155.675781   53155.675781   53155.675781
969    77.620903   53210.707031   53210.535156   53210.535156   53210.535156
970    77.701012   53265.566406   53265.390625   53265.390625   53265.390625
971    77.781113   53320.421875   53320.253906   53320.253906   53320.253906
972    77.861221   53375.289062   53375.109375   53375.109375   53375.109375
973    77.941322   53430.160156   53429.960938   53429.960938   53429.960938
974    78.021431   53485.007812   53484.820312   53484.820312   53484.820312
975    78.101532   53539.859375   53539.675781   53539.675781   53539.675781
976    78.181633   53594.722656   53594.527344   53594.527344   53594.527344
977    78.261742   53649.585938   53649.378906   53649.378906   53649.378906
978    78.341843   53704.449219   53704.238281   53704.238281   53704.238281
979    78.421951   53759.316406   53759.101562   53759.101562   53759.101562
980    78.502052   53814.179688   53813.953125   53813.953125   53813.953125
981    78.582153   53869.035156   53868.812500   53868.812500   53868.812500
982    78.662262   53923.906250   53923.671875   53923.671875   53923.671875
983    78.742363   53978.757812   53978.531250   53978.531250   53978.531250
984    78.822472   54033.621094   54033.382812   54033.382812   54033.382812
985    78.902573   54088.472656   54088.246094   54088.246094   54088.246094
986    78.982674   54143.332031   54143.097656   54143.097656   54143.097656
987    79.062782   54198.183594   54197.953125   54197.953125   54197.953125
988    79.142883   54253.042969   54252.816406   54252.816406   54252.816406
989    79.222992   54307.902344   54307.671875   54307.671875   54307.671875
990    79.303093   54362.753906   54362.523438   54362.523438   54362.523438
991    79.383194   54417.601562   54417.371094   54417.371094   54417.371094
992    79.463303   54472.457031   54472.226562   54472.226562   54472.226562
993    79.543404   54527.316406   54527.074219   54527.074219   54527.074219
994    79.623512   54582.183594   54581.937500   54581.937500   54581.937500
995    79.703613   54637.035156   54636.792969   54636.792969   54636.792969
996    79.783722   54691.886719   54691.648438   54691.648438   54691.648438
997    79.863823   54746.738281   54746.500000   54746.500000   54746.500000
998    79.943924   54801.597656   54801.359375   54801.359375   54801.359375
999    80.024033   54856.460938   54856.218750   54856.218750   54856.218750
1000   80.104134   54911.320312   54911.070312   54911.070312   54911.070312
1001   80.184242   54966.179688   54965.929688   54965.929688   54965.929688
1002   80.264343   55021.035156   55020.789062   55020.789062   55020.789062
1003   80.344444   55075.890625   55075.640625   55075.640625   55075.640625
1004   80.424553   55130.753906   55130.503906   55130.503906   55130.503906
1005   80.504654   55185.609375   55185.355469   55185.355469   55185.355469
1006   80.584763   55240.468750   55240.218750   55240.218750   55240.218750
1007   80.664864   55295.339844   55295.070312   55295.070312   55295.070312
1008   80.744965   55350.199219   55349.925781   55349.925781   55349.925781
1009   80.825073   55405.050781   55404.781250   55404.781250   55404.781250
1010   80.905174   55459.910156   55459.644531   55459.644531   55459.644531
1011   80.985283   55514.777344   55514.496094   55514.496094   55514.496094
1012   81.065384   55569.628906   55569.351562   55569.351562   55569.351562
1013   81.145485   55624.496094   55624.214844   55624.214844   55624.214844
1014   81.225594   55679.351562   55679.070312   55679.070312   55679.070312
1015   81.305695   55734.207031   55733.933594   55733.933594   55733.933594
1016   81.385803   55789.058594   55788.777344   55788.777344   55788.777344
1017   81.465904   55843.910156   55843.640625   55843.640625   55843.640625
1018   81.546013   55898.781250   55898.503906   55898.503906   55898.503906
1019   81.626114   55953.644531   55953.355469   55953.355469   55953.355469
1020   81.706215   56008.515625   56008.207031   56008.207031   56008.207031
1021   81.786324   56063.378906   56063.062500   56063.062500   56063.062500
1022   81.866425   56118.214844   56117.917969   56117.917969   56117.917969
1023   81.946533   56173.097656   56172.785156   56172.785156   56172.785156
1024   82.026634   56227.953125   56227.644531   56227.644531   56227.644531
1025   82.106735   56282.800781   56282.500000   56282.500000   56282.500000
1026   82.186844   56337.656250   56337.351562   56337.351562   56337.351562
1027   82.266945   56392.511719   56392.214844   56392.214844   56392.214844
1028   82.347054   56447.363281   56447.070312   56447.070312   56447.070312
1029   82.427155   56502.226562   56501.921875   56501.921875   56501.921875
1030   82.507256   56557.062500   56556.785156   56556.785156   56556.785156
1031   82.587364   56611.941406   56611.640625   56611.640625   56611.640625
1032   82.667465   56666.808594   56666.488281   56666.488281   56666.488281
1033   82.747574   56721.648438   56721.343750   56721.343750   56721.343750
1034   82.827675   56776.503906   56776.207031   56776.207031   56776.207031
1035   82.907784   56831.363281   56831.062500   56831.062500   56831.062500
1036   82.987885   56886.230469   56885.917969   56885.917969   56885.917969
1037   83.067986   56941.070312   56940.773438   56940.773438   56940.773438
1038   83.148094   56995.925781   56995.632812   56995.632812   56995.632812
1039   83.228195   57050.789062   57050.484375   57050.484375   57050.484375
1040   83.308304   57105.640625   57105.335938   57105.335938   57105.335938
1041   83.388405   57160.488281   57160.187500   57160.187500   57160.187500
1042   83.468506   57215.343750   57215.039062   57215.039062   57215.039062
1043   83.548615   57270.207031   57269.890625   57269.890625   57269.890625
1044   83.628716   57325.062500   57324.753906   57324.753906   57324.753906
1045   83.708824   57379.933594   57379.609375   57379.609375   57379.609375
1046   83.788925   57434.792969   57434.472656   57434.472656   57434.472656
1047   83.869026   57489.632812   57489.324219   57489.324219   57489.324219
1048   83.949135   57544.484375   57544.183594   57544.183594   57544.183594
1049   84.029236   57599.335938   57599.046875   57599.046875   57599.046875
1050   84.109344   57654.183594   57653.902344   57653.902344   57653.902344
1051   84.189445   57709.039062   57708.765625   57708.765625   57708.765625
1052   84.269547   57763.894531   57763.625000   57763.625000   57763.625000
1053   84.349655   57818.746094   57818.484375   57818.484375   57818.484375
1054   84.429756   57873.613281   57873.339844   57873.339844   57873.339844
1055   84.509865   57928.472656   57928.191406   57928.191406   57928.191406
1056   84.589966   57983.332031   57983.042969   57983.042969   57983.042969
1057   84.670074   58038.183594   58037.906250   58037.906250   58037.906250
1058   84.750175   58093.031250   58092.765625   58092.765625   58092.765625
1059   84.830276   58147.894531   58147.628906   58147.628906   58147.628906
1060   84.910385   58202.750000   58202.484375   58202.484375   58202.484375
1061   84.990486   58257.589844   58257.347656   58257.347656   58257.347656
1062   85.070595   58312.457031   58312.207031   58312.207031   58312.207031
1063   85.150696   58367.332031   58367.066406   58367.066406   58367.066406
1064   85.230797   58422.191406   58421.921875   58421.921875   58421.921875
1065   85.310905   58477.042969   58476.777344   58476.777344   58476.777344
1066   85.391006   58531.894531   58531.636719   58531.636719   58531.636719
1067   85.471115   58586.753906   58586.492188   58586.492188   58586.492188
1068   85.551216   58641.609375   58641.351562   58641.351562   58641.351562
1069   85.631317   58696.476562   58696.207031   58696.207031   58696.207031
1070   85.711426   58751.347656   58751.066406   58751.066406   58751.066406
1071   85.791527   58806.203125   58805.921875   58805.921875   58805.921875
1072   85.871635   58861.062500   58860.781250   58860.781250   58860.781250
1073   85.951736   58915.914062   58915.636719   58915.636719   58915.636719
1074   86.031837   58970.753906   58970.492188   58970.492188   58970.492188
1075   86.111946   59025.601562   59025.339844   59025.339844   59025.339844
1076   86.192047   59080.460938   59080.203125   59080.203125   59080.203125
1077   86.272156   59135.324219   59135.054688   59135.054688   59135.054688
1078   86.352257   59190.175781   59189.906250   59189.906250   59189.906250
1079   86.432365   59245.023438   59244.757812   59244.757812   59244.757812
1080   86.512466   59299.878906   59299.617188   59299.617188   59299.617188
1081   86.592567   59354.742188   59354.476562   59354.476562   59354.476562
1082   86.672676   59409.593750   59409.328125   59409.328125   59409.328125
1083   86.752777   59464.468750   59464.183594   59464.183594   59464.183594
1084   86.832886   59519.320312   59519.050781   59519.050781   59519.050781
1085   86.912987   59574.171875   59573.906250   59573.906250   59573.906250
1086   86.993088   59629.035156   59628.769531   59628.769531   59628.769531
1087   87.073196   59683.882812   59683.625000   59683.625000   59683.625000
1088   87.153297   59738.742188   59738.476562   59738.476562   59738.476562
1089   87.233406   59793.601562   59793.335938   59793.335938   59793.335938
1090   87.313507   59848.453125   59848.191406   59848.191406   59848.191406
1091   87.393608   59903.316406   59903.042969   59903.042969   59903.042969
1092   87.473717   59958.171875   59957.890625   59957.898438   59957.898438
1093   87.553818   60013.035156   60012.750000   60012.750000   60012.750000
1094   87.633926   60067.894531   60067.609375   60067.609375   60067.609375
1095   87.714027   60122.738281   60122.468750   60122.464844   60122.464844
1096   87.794128   60177.601562   60177.320312   60177.320312   60177.320312
1097   87.874237   60232.449219   60232.179688   60232.179688   60232.179688
1098   87.954338   60287.296875   60287.039062   60287.035156   60287.035156
1099   88.034447   60342.148438   60341.890625   60341.886719   60341.886719
1100   88.114548   60397.007812   60396.750000   60396.738281   60396.738281
1101   88.194656   60451.875000   60451.621094   60451.601562   60451.601562
1102   88.274757   60506.722656   60506.476562   60506.457031   60506.457031
1103   88.354858   60561.582031   60561.328125   60561.312500   60561.312500
1104   88.434967   60616.433594   60616.183594   60616.175781   60616.175781
1105   88.515068   60671.289062   60671.042969   60671.031250   60671.031250
1106   88.595177   60726.152344   60725.902344   60725.882812   60725.882812
1107   88.675278   60781.000000   60780.750000   60780.742188   60780.742188
1108   88.755379   60835.855469   60835.601562   60835.585938   60835.585938
1109   88.835487   60890.714844   60890.457031   60890.445312   60890.445312
1110   88.915588   60945.562500   60945.316406   60945.296875   60945.296875
1111   88.995697   61000.414062   61000.167969   61000.152344   61000.152344
1112   89.075798   61055.257812   61055.023438   61055.003906   61055.003906
1113   89.155899   61110.105469   61109.886719   61109.859375   61109.859375
1114   89.236008   61164.968750   61164.746094   61164.718750   61164.718750
1115   89.316109   61219.824219   61219.605469   61219.574219   61219.574219
1116   89.396217   61274.675781   61274.457031   61274.429688   61274.429688
1117   89.476318   61329.542969   61329.308594   61329.289062   61329.289062
1118   89.556419   61384.394531   61384.167969   61384.140625   61384.140625
1119   89.636528   61439.257812   61439.019531   61438.996094   61438.996094
1120   89.716629   61494.128906   61493.882812   61493.859375   61493.859375
1121   89.796738   61548.996094   61548.738281   61548.710938   61548.710938
1122   89.876839   61603.835938   61603.589844   61603.566406   61603.566406
1123   89.956947   61658.707031   61658.437500   61658.417969   61658.417969
1124   90.037048   61713.558594   61713.300781   61713.285156   61713.285156
1125   90.117149   61768.410156   61768.160156   61768.140625   61768.140625
1126   90.197258   61823.269531   61823.023438   61822.992188   61822.992188
1127   90.277359   61878.121094   61877.875000   61877.859375   61877.859375
1128   90.357468   61932.988281   61932.738281   61932.710938   61932.710938
1129   90.437569   61987.839844   61987.597656   61987.562500   61987.562500
1130   90.517670   62042.695312   62042.453125   62042.414062   62042.414062
1131   90.597778   62097.562500   62097.316406   62097.273438   62097.273438
1132   90.677879   62152.417969   62152.179688   62152.125000   62152.125000
1133   90.757988   62207.273438   62207.031250   62206.980469   62206.980469
1134   90.838089   62262.152344   62261.890625   62261.828125   62261.828125
1135   90.918190   62317.007812   62316.742188   62316.695312   62316.695312
1136   90.998299   62371.875000   62371.601562   62371.554688   62371.554688
1137   91.078400   62426.742188   62426.468750   62426.417969   62426.417969
1138   91.158508   62481.613281   62481.328125   62481.273438   62481.273438
1139   91.238609   62536.464844   62536.191406   62536.125000   62536.125000
1140   91.318710   62591.308594   62591.042969   62590.980469   62590.980469
1141   91.398819   62646.160156   62645.894531   62645.843750   62645.843750
1142   91.478920   62701.000000   62700.746094   62700.691406   62700.691406
1143   91.559029   62755.859375   62755.605469   62755.546875   62755.546875
1144   91.639130   62810.710938   62810.464844   62810.402344   62810.402344
1145   91.719238   62865.566406   62865.324219   62865.261719   62865.261719
1146   91.799339   62920.421875   62920.183594   62920.117188   62920.117188
1147   91.879440   62975.277344   62975.042969   62974.972656   62974.972656
1148   91.959549   63030.132812   63029.902344   63029.835938   63029.835938
1149   92.039650   63084.988281   63084.757812   63084.683594   63084.683594
1150   92.119759   63139.847656   63139.613281   63139.542969   63139.542969
1151   92.199860   63194.699219   63194.460938   63194.402344   63194.402344
1152   92.279961   63249.562500   63249.312500   63249.257812   63249.257812
1153   92.360069   63304.433594   63304.175781   63304.121094   63304.121094
1154   92.440170   63359.292969   63359.031250   63358.972656   63358.972656
1155   92.520279   63414.144531   63413.886719   63413.832031   63413.832031
1156   92.600380   63468.996094   63468.746094   63468.683594   63468.683594
1157   92.680481   63523.855469   63523.601562   63523.535156   63523.535156
1158   92.760590   63578.691406   63578.464844   63578.386719   63578.386719
1159   92.840691   63633.535156   63633.320312   63633.246094   63633.246094
1160   92.920799   63688.406250   63688.175781   63688.101562   63688.101562
1161   93.000900   63743.269531   63743.031250   63742.957031   63742.957031
1162   93.081001   63798.125000   63797.890625   63797.808594   63797.808594
1163   93.161110   63852.964844   63852.742188   63852.671875   63852.671875
1164   93.241211   63907.808594   63907.601562   63907.519531   63907.519531
1165   93.321320   63962.671875   63962.460938   63962.378906   63962.378906
1166   93.401421   64017.523438   64017.312500   64017.246094   64017.246094
1167   93.481529   64072.367188   64072.164062   64072.101562   64072.101562
1168   93.561630   64127.214844   64127.023438   64126.949219   64126.949219
1169   93.641731   64182.085938   64181.886719   64181.808594   64181.808594
1170   93.721840   64236.945312   64236.742188   64236.667969   64236.667969
1171   93.801941   64291.800781   64291.605469   64291.523438   64291.523438
1172   93.882050   64346.664062   64346.457031   64346.382812   64346.382812
1173   93.962151   64401.523438   64401.308594   64401.238281   64401.238281
1174   94.042252   64456.367188   64456.171875   64456.101562   64456.101562
1175   94.122360   64511.210938   64511.031250   64510.953125   64510.953125
1176   94.202461   64566.074219   64565.890625   64565.812500   64565.812500
1177   94.282570   64620.929688   64620.750000   64620.671875   64620.671875
1178   94.362671   64675.792969   64675.617188   64675.527344   64675.527344
1179   94.442772   64730.660156   64730.484375   64730.394531   64730.394531
1180   94.522881   64785.515625   64785.335938   64785.250000   64785.250000
1181   94.602982   64840.367188   64840.187500   64840.117188   64840.117188
1182   94.683090   64895.203125   64895.039062   64894.972656   64894.972656
1183   94.763191   64950.039062   64949.890625   64949.820312   64949.820312
1184   94.843292   65004.914062   65004.742188   65004.667969   65004.667969
1185   94.923401   65059.765625   65059.593750   65059.519531   65059.519531
1186   95.003502   65114.625000   65114.441406   65114.371094   65114.371094
1187   95.083611   65169.484375   65169.296875   65169.222656   65169.222656
1188   95.163712   65224.347656   65224.160156   65224.078125   65224.078125
1189   95.243820   65279.207031   65279.019531   65278.929688   65278.929688
1190   95.323921   65334.078125   65333.878906   65333.781250   65333.781250
1191   95.404022   65388.949219   65388.734375   65388.640625   65388.640625
1192   95.484131   65443.820312   65443.585938   65443.492188   65443.492188
1193   95.564232   65498.691406   65498.441406   65498.351562   65498.351562
1194   95.644341   65553.531250   65553.296875   65553.210938   65553.210938
1195   95.724442   65608.375000   65608.148438   65608.078125   65608.078125
1196   95.804543   65663.250000   65663.007812   65662.937500   65662.937500
1197   95.884651   65718.101562   65717.859375   65717.796875   65717.796875
1198   95.964752   65772.945312   65772.718750   65772.648438   65772.648438
1199   96.044861   65827.820312   65827.570312   65827.507812   65827.507812
1200   96.124962   65882.671875   65882.437500   65882.367188   65882.367188
1201   96.205063   65937.523438   65937.281250   65937.218750   65937.218750
1202   96.285172   65992.367188   65992.140625   65992.070312   65992.070312
1203   96.365273   66047.218750   66047.007812   66046.929688   66046.929688
1204   96.445381   66102.046875   66101.859375   66101.789062   66101.789062
1205   96.525482   66156.914062   66156.726562   66156.640625   66156.640625
1206   96.605583   66211.789062   66211.578125   66211.500000   66211.500000
1207   96.685692   66266.625000   66266.437500   66266.351562   66266.351562
1208   96.765793   66321.484375   66321.296875   66321.210938   66321.210938
1209   96.845901   66376.312500   66376.148438   66376.070312   66376.070312
1210   96.926003   66431.179688   66431.007812   66430.921875   66430.921875
1211   97.006111   66486.039062   66485.859375   66485.781250   66485.781250
1212   97.086212   66540.882812   66540.710938   66540.640625   66540.640625
1213   97.166313   66595.734375   66595.562500   66595.500000   66595.500000
1214   97.246422   66650.585938   66650.429688   66650.351562   66650.351562
1215   97.326523   66705.437500   66705.289062   66705.203125   66705.203125
1216   97.406631   66760.296875   66760.140625   66760.054688   66760.054688
1217   97.486732   66815.164062   66815.000000   66814.906250   66814.906250
1218   97.566833   66870.015625   66869.859375   66869.765625   66869.765625
1219   97.646942   66924.867188   66924.718750   66924.625000   66924.625000
1220   97.727043   66979.726562   66979.578125   66979.476562   66979.476562
1221   97.807152   67034.578125   67034.429688   67034.328125   67034.328125
1222   97.887253   67089.421875   67089.281250   67089.187500   67089.187500
1223   97.967354   67144.281250   67144.132812   67144.046875   67144.046875
1224   98.047462   67199.132812   67199.000000   67198.898438   67198.898438
1225   98.127563   67253.992188   67253.851562   67253.750000   67253.750000
1226   98.207672   67308.851562   67308.703125   67308.601562   67308.601562
1227   98.287773   67363.703125   67363.562500   67363.453125   67363.453125
1228   98.367874   67418.554688   67418.421875   67418.312500   67418.312500
1229   98.447983   67473.414062   67473.273438   67473.164062   67473.164062
1230   98.528084   67528.281250   67528.132812   67528.023438   67528.023438
1231   98.608192   67583.132812   67582.992188   67582.875000   67582.875000
1232   98.688293   67637.992188   67637.843750   67637.726562   67637.726562
1233   98.768402   67692.843750   67692.710938   67692.585938   67692.585938
1234   98.848503   67747.703125   67747.570312   67747.445312   67747.445312
1235   98.928604   67802.562500   67802.421875   67802.304688   67802.304688
1236   99.008713   67857.445312   67857.273438   67857.148438   67857.148438
1237   99.088814   67912.296875   67912.140625   67912.007812   67912.007812
1238   99.168922   67967.164062   67967.000000   67966.859375   67966.859375
1239   99.249023   68022.015625   68021.851562   68021.718750   68021.718750
1240   99.329124   68076.875000   68076.710938   68076.570312   68076.570312
1241   99.409233   68131.734375   68131.562500   68131.421875   68131.421875
1242   99.489334   68186.609375   68186.421875   68186.273438   68186.273438
1243   99.569443   68241.460938   68241.281250   68241.132812   68241.132812
1244   99.649544   68296.328125   68296.132812   68295.992188   68295.992188
1245   99.729645   68351.179688   68350.992188   68350.859375   68350.859375
1246   99.809753   68406.046875   68405.851562   68405.718750   68405.718750
1247   99.889854   68460.914062   68460.710938   68460.578125   68460.578125
1248   99.969963   68515.773438   68515.570312   68515.429688   68515.429688
1249  100.050064   68570.617188   68570.421875   68570.281250   68570.281250
1250  100.130165   68625.476562   68625.273438   68625.140625   68625.140625
1251  100.210274   68680.343750   68680.132812   68680.007812   68680.007812
1252  100.290375   68735.203125   68734.992188   68734.859375   68734.859375
1253  100.370483   68790.062500   68789.843750   68789.710938   68789.710938
1254  100.450584   68844.929688   68844.703125   68844.570312   68844.570312
1255  100.530693   68899.781250   68899.562500   68899.421875   68899.421875
1256  100.610794   68954.632812   68954.421875   68954.289062   68954.289062
1257  100.690895   69009.476562   69009.281250   69009.148438   69009.148438
1258  100.771004   69064.328125   69064.132812   69064.000000   69064.000000
1259  100.851105   69119.187500   69118.984375   69118.851562   69118.851562
1260  100.931213   69174.039062   69173.843750   69173.718750   69173.718750
1261  101.011314   69228.906250   69228.695312   69228.578125   69228.578125
