          x     Sw_1         p_1      Sw_2         p_2      Sw_3         p_3      Sw_4         p_4            C_1            C_2           C_3            C_4 
175   875.0  0.471100  171.515354  0.660723  341.593496  0.724711  626.306709  0.724792  542.317863   1.181669e-14   3.606545e+02  3.438383e+00   9.754743e-13
176   880.0  0.471081  170.193767  0.656940  336.056552  0.724687  625.822760  0.724775  541.868563   5.302575e-15   3.479371e+02  4.206807e+00   1.681370e-12
177   885.0  0.471061  168.872122  0.652842  330.721197  0.724661  625.331176  0.724759  541.419231   2.350810e-15   3.347222e+02  5.120225e+00   2.882067e-12
178   890.0  0.471039  167.550414  0.648438  325.597621  0.724633  624.830551  0.724743  540.969870   1.028486e-15   3.210599e+02  6.199891e+00   4.913052e-12
179   895.0  0.471011  166.228631  0.643905  320.696651  0.724604  624.319278  0.724727  540.520478   4.433899e-16   3.070084e+02  7.468923e+00   8.329492e-12
180   900.0  0.470969  164.906742  0.640013  316.006796  0.724572  623.795530  0.724711  540.071056   1.879813e-16   2.926441e+02  8.952239e+00   1.404490e-11
181   905.0  0.470892  163.584672  0.636305  311.492194  0.724538  623.257250  0.724695  539.621605   7.816081e-17   2.780543e+02  1.067643e+01   2.355401e-11
182   910.0  0.470728  162.262231  0.632350  307.135692  0.724501  622.702131  0.724679  539.172124   3.174699e-17   2.633125e+02  1.266958e+01   3.928888e-11
183   915.0  0.470340  160.938941  0.628146  302.939857  0.724461  622.127606  0.724664  538.722614   1.252336e-17   2.484944e+02  1.496104e+01   6.518477e-11
184   920.0  0.469378  159.613595  0.623686  298.906540  0.724417  621.530837  0.724648  538.273075   4.754360e-18   2.336767e+02  1.758112e+01   1.075739e-10
185   925.0  0.466919  158.283169  0.618960  295.036821  0.724369  620.908710  0.724633  537.823506   1.710951e-18   2.189359e+02  2.056072e+01   1.765891e-10
186   930.0  0.460351  156.940352  0.613960  291.330986  0.724317  620.257826  0.724618  537.373909   5.676848e-19   2.043474e+02  2.393093e+01   2.883569e-10
187   935.0  0.441275  155.571865  0.608677  287.788527  0.724260  619.574507  0.724603  536.924284   1.635149e-19   1.899841e+02  2.772253e+01   4.684012e-10
188   940.0  0.380224  154.231732  0.603106  284.408162  0.724198  618.854795  0.724588  536.474630   3.388494e-20   1.759159e+02  3.196549e+01   7.569011e-10
189   945.0  0.276092  153.174661  0.597239  281.187846  0.724130  618.094465  0.724573  536.024948   1.894229e-21   1.622083e+02  3.668836e+01   1.216762e-09
190   950.0  0.251253  152.401798  0.591075  278.124813  0.724056  617.289040  0.724558  535.575238   1.004359e-24   1.489217e+02  4.191773e+01   1.945942e-09
191   955.0  0.251000  151.675705  0.584612  275.215603  0.723975  616.433808  0.724543  535.125500   7.868427e-31   1.361112e+02  4.767754e+01   3.096161e-09
192   960.0  0.251000  150.949984  0.577855  272.456129  0.723888  615.523850  0.724528  534.675734   3.877386e-37   1.238253e+02  5.398849e+01   4.901151e-09
193   965.0  0.251000  150.224263  0.570846  269.841795  0.723794  614.554070  0.724513  534.225941   1.859417e-43   1.121065e+02  6.086744e+01   7.719078e-09
194   970.0  0.251000  149.498542  0.563925  267.368261  0.723692  613.519233  0.724499  533.776120   8.653592e-50   1.009929e+02  6.832679e+01   1.209587e-08
195   975.0  0.251000  148.772821  0.557872  265.017425  0.723582  612.414006  0.724484  533.326271   3.936791e-56   9.053022e+01  7.637395e+01   1.885925e-08
196   980.0  0.251000  148.047100  0.551834  262.769301  0.723463  611.233003  0.724470  532.876396   1.774667e-62   8.074435e+01  8.501088e+01   2.925760e-08
197   985.0  0.251000  147.321379  0.545799  260.617157  0.723337  609.970837  0.724455  532.426494   8.046721e-69   7.164675e+01  9.423364e+01   4.516391e-08
198   990.0  0.251000  146.595657  0.539805  258.555058  0.723199  608.617356  0.724441  531.976564   3.709143e-75   6.324078e+01  1.040322e+02   6.937353e-08
199   995.0  0.251000  145.869936  0.533897  256.576904  0.723029  607.155567  0.724427  531.526608   1.742106e-81   5.552250e+01  1.143902e+02   1.060368e-07
200  1000.0  0.251000  145.144215  0.528122  254.676511  0.722841  605.572804  0.724413  531.076625   8.289364e-88   4.848106e+01  1.252850e+02   1.612840e-07
201  1005.0  0.251000  144.418494  0.522529  252.847677  0.722641  603.862966  0.724398  530.626615   3.957740e-94   4.209911e+01  1.366875e+02   2.441228e-07
202  1010.0  0.251000  143.692773  0.517166  251.084256  0.722428  602.020313  0.724384  530.176579  1.879808e-100   3.635341e+01  1.485620e+02   3.677213e-07
203  1015.0  0.251000  142.967052  0.512075  249.380208  0.722204  600.039517  0.724370  529.726516  8.840112e-107   3.121554e+01  1.608672e+02   5.512306e-07
204  1020.0  0.251000  142.241331  0.507295  247.729669  0.721967  597.915730  0.724356  529.276427  4.115023e-113   2.665266e+01  1.735559e+02   8.223612e-07
205  1025.0  0.251000  141.515610  0.502855  246.126998  0.721718  595.644640  0.724342  528.826312  1.902468e-119   2.262842e+01  1.865763e+02   1.221005e-06
206  1030.0  0.251000  140.789889  0.498778  244.566831  0.721457  593.222528  0.724329  528.376171  8.781193e-126   1.910380e+01  1.998718e+02   1.804297e-06
207  1035.0  0.251000  140.064168  0.495076  243.044119  0.721184  590.646316  0.724315  527.926003  4.066464e-132   1.603815e+01  2.133824e+02   2.653659e-06
208  1040.0  0.251000  139.338447  0.491752  241.554163  0.720900  587.913604  0.724301  527.475810  1.894665e-138   1.339002e+01  2.270454e+02   3.884534e-06
209  1045.0  0.251000  138.612726  0.488801  240.092636  0.720605  585.022699  0.724287  527.025591  8.881380e-145   1.111809e+01  2.407959e+02   5.659784e-06
210  1050.0  0.251000  137.887005  0.486209  238.655598  0.720299  581.972636  0.724273  526.575345  4.178651e-151   9.181960e+00  2.545682e+02   8.208015e-06
211  1055.0  0.251000  137.161283  0.483955  237.239498  0.719984  578.763190  0.724260  526.125075  1.966887e-157   7.542823e+00  2.682964e+02   1.184851e-05
212  1060.0  0.251000  136.435562  0.482016  235.841170  0.719659  575.394873  0.724246  525.674778  9.236795e-164   6.164024e+00  2.819153e+02   1.702500e-05
213  1065.0  0.251000  135.709841  0.480364  234.457821  0.719326  571.868928  0.724232  525.224455  4.322029e-170   5.011474e+00  2.953616e+02   2.435108e-05
214  1070.0  0.251000  134.984120  0.478967  233.087008  0.718958  568.160869  0.724219  524.774107  2.015547e-176   4.053921e+00  3.085747e+02   3.467105e-05
215  1075.0  0.251000  134.258399  0.477798  231.726619  0.718472  564.234118  0.724205  524.323734  9.381238e-183   3.263098e+00  3.214986e+02   4.914093e-05
216  1080.0  0.251000  133.532678  0.476826  230.374840  0.717943  560.079755  0.724192  523.873334  4.366190e-189   2.613749e+00  3.340809e+02   6.933575e-05
217  1085.0  0.251000  132.806957  0.476025  229.030128  0.717393  555.703081  0.724178  523.422910  2.035123e-195   2.083570e+00  3.462728e+02   9.739091e-05
218  1090.0  0.251000  132.081236  0.475368  227.691183  0.716825  551.110369  0.724165  522.972459  9.506653e-202   1.653070e+00  3.580303e+02   1.361873e-04
219  1095.0  0.251000  131.355515  0.474834  226.356915  0.716241  546.308639  0.724151  522.521983  4.449412e-208   1.305386e+00  3.693148e+02   1.895928e-04
220  1100.0  0.251000  130.629794  0.474403  225.026419  0.715640  541.305547  0.724138  522.071481  2.084556e-214   1.026064e+00  3.800935e+02   2.627747e-04
221  1105.0  0.251000  129.904073  0.474055  223.698947  0.715023  536.109296  0.724125  521.620952  9.765107e-221   8.028183e-01  3.903390e+02   3.626029e-04
222  1110.0  0.251000  129.178352  0.473778  222.373887  0.714392  530.728542  0.724111  521.170398  4.570096e-227   6.252965e-01  4.000299e+02   4.981669e-04
223  1115.0  0.251000  128.452631  0.473557  221.050740  0.713745  525.172296  0.724098  520.719817  2.136083e-233   4.848376e-01  4.091502e+02   6.814339e-04
224  1120.0  0.251000  127.726909  0.473382  219.729101  0.713084  519.449841  0.724084  520.269209  9.973511e-240   3.742501e-01  4.176894e+02   9.280842e-04
225  1125.0  0.251000  127.001188  0.473244  218.408646  0.712410  513.570638  0.724071  519.818573  4.654368e-246   2.876043e-01  4.256420e+02   1.258564e-03
226  1130.0  0.251000  126.275467  0.473136  217.089115  0.711722  507.544248  0.724058  519.367909  2.172377e-252   2.200430e-01  4.330070e+02   1.699405e-03
227  1135.0  0.251000  125.549746  0.473051  215.770300  0.711022  501.380253  0.724044  518.917214  1.014552e-258   1.676131e-01  4.397878e+02   2.284871e-03
228  1140.0  0.251000  124.824025  0.472984  214.452038  0.710308  495.088194  0.724031  518.466489  4.741815e-265   1.271176e-01  4.459913e+02   3.058997e-03
229  1145.0  0.251000  124.098304  0.472932  213.134199  0.709582  488.677507  0.724018  518.015731  2.217564e-271   9.598613e-02  4.516274e+02   4.078103e-03
230  1150.0  0.251000  123.372583  0.472892  211.816684  0.708844  482.157472  0.724005  517.564937  1.037330e-277   7.216452e-02  4.567086e+02   5.413877e-03
231  1155.0  0.251000  122.646862  0.472860  210.499412  0.708092  475.537178  0.723991  517.114103  4.851824e-284   5.402046e-02  4.612493e+02   7.157134e-03
232  1160.0  0.251000  121.921141  0.472835  209.182324  0.707328  468.825485  0.723978  516.663227  2.268460e-290   4.026413e-02  4.652651e+02   9.422358e-03
233  1165.0  0.251000  121.195420  0.472816  207.865371  0.706550  462.031007  0.723965  516.212303  1.060151e-296   2.988203e-02  4.687724e+02   1.235319e-02
234  1170.0  0.251000  120.469699  0.472800  206.548519  0.705758  455.162098  0.723952  515.761322  4.952954e-303   2.208204e-02  4.717877e+02   1.612897e-02
235  1175.0  0.251000  119.743978  0.472788  205.231739  0.704951  448.226849  0.723938  515.310278  2.313728e-309   1.624842e-02  4.743272e+02   2.097258e-02
236  1180.0  0.251000  119.018257  0.472778  203.915010  0.704128  441.233089  0.723925  514.859159  1.080947e-315   1.190505e-02  4.764065e+02   2.715961e-02
237  1185.0  0.251000  118.292536  0.472769  202.598317  0.703287  434.188403  0.723912  514.407951  4.743030e-322   8.685705e-03  4.780399e+02   3.502928e-02
238  1190.0  0.251000  117.566814  0.472762  201.281647  0.702427  427.100143  0.723898  513.956637   0.000000e+00   6.310119e-03  4.792403e+02   4.499703e-02
239  1195.0  0.251000  116.841093  0.472756  199.964992  0.701545  419.975459  0.723885  513.505196   0.000000e+00   4.564927e-03  4.800187e+02   5.756929e-02
240  1200.0  0.251000  116.115372  0.472751  198.648345  0.700641  412.821321  0.723872  513.053602   0.000000e+00   3.288509e-03  4.803844e+02   7.336033e-02
241  1205.0  0.251000  115.389651  0.472746  197.331700  0.699711  405.644554  0.723858  512.601821   0.000000e+00   2.359055e-03  4.803446e+02   9.311174e-02
242  1210.0  0.251000  114.663930  0.472741  196.015055  0.698753  398.451869  0.723845  512.149814   0.000000e+00   1.685218e-03  4.799043e+02   1.177144e-01
243  1215.0  0.251000  113.938209  0.472737  194.698407  0.697764  391.249902  0.723831  511.697531   0.000000e+00   1.198831e-03  4.790665e+02   1.482332e-01
244  1220.0  0.251000  113.212488  0.472733  193.381752  0.696741  384.045247  0.723817  511.244914   0.000000e+00   8.492755e-04  4.778321e+02   1.859354e-01
245  1225.0  0.251000  112.486767  0.472729  192.065091  0.695681  376.844489  0.723804  510.791890   0.000000e+00   5.991465e-04  4.762003e+02   2.323208e-01
246  1230.0  0.251000  111.761046  0.472725  190.748422  0.694579  369.654239  0.723790  510.338373   0.000000e+00   4.209360e-04  4.741683e+02   2.891566e-01
247  1235.0  0.251000  111.035325  0.472722  189.431744  0.693434  362.481164  0.723776  509.884258   0.000000e+00   2.945119e-04  4.717321e+02   3.585142e-01
248  1240.0  0.251000  110.309604  0.472718  188.115056  0.692239  355.332011  0.723762  509.429420   0.000000e+00   2.052098e-04  4.688862e+02   4.428096e-01
249  1245.0  0.251000  109.583883  0.472714  186.798358  0.690991  348.213634  0.723747  508.973712   0.000000e+00   1.423989e-04  4.656246e+02   5.448472e-01
250  1250.0  0.251000  108.858162  0.472711  185.481650  0.689686  341.133007  0.723733  508.516956   0.000000e+00   9.840877e-05  4.619403e+02   6.678649e-01
251  1255.0  0.251000  108.132440  0.472707  184.164932  0.688319  334.097241  0.723718  508.058947   0.000000e+00   6.773047e-05  4.578263e+02   8.155834e-01
252  1260.0  0.251000  107.406719  0.472703  182.848203  0.686883  327.113589  0.723703  507.599440   0.000000e+00   4.642613e-05  4.532757e+02   9.922551e-01
253  1265.0  0.251000  106.680998  0.472700  181.531463  0.685375  320.189448  0.723687  507.138151   0.000000e+00   3.169377e-05  4.482821e+02   1.202716e+00
254  1270.0  0.251000  105.955277  0.472696  180.214713  0.683787  313.332356  0.723671  506.674747   0.000000e+00   2.154880e-05  4.428400e+02   1.452437e+00
255  1275.0  0.251000  105.229556  0.472692  178.897951  0.682114  306.549980  0.723654  506.208845   0.000000e+00   1.459201e-05  4.369450e+02   1.747575e+00
256  1280.0  0.251000  104.503835  0.472689  177.581178  0.680350  299.850105  0.723637  505.740000   0.000000e+00   9.841344e-06  4.305943e+02   2.095019e+00
257  1285.0  0.251000  103.778114  0.472685  176.264394  0.678486  293.240606  0.723619  505.267704   0.000000e+00   6.610679e-06  4.237870e+02   2.502442e+00
258  1290.0  0.251000  103.052393  0.472681  174.947599  0.676515  286.729431  0.723600  504.791372   0.000000e+00   4.422775e-06  4.165242e+02   2.978335e+00
259  1295.0  0.251000  102.326672  0.472678  173.630792  0.674429  280.324561  0.723581  504.310341   0.000000e+00   2.947172e-06  4.088096e+02   3.532048e+00
260  1300.0  0.251000  101.600951  0.472674  172.313974  0.672218  274.033986  0.723560  503.823857   0.000000e+00   1.956062e-06  4.006493e+02   4.173817e+00
261  1305.0  0.251000  100.875230  0.472670  170.997144  0.669873  267.865659  0.723538  503.331070   0.000000e+00   1.293097e-06  3.920521e+02   4.914779e+00
262  1310.0  0.251000  100.149509  0.472666  169.680303  0.667382  261.827459  0.723515  502.831025   0.000000e+00   8.514433e-07  3.830298e+02   5.766985e+00
263  1315.0  0.251000   99.423788  0.472662  168.363451  0.664734  255.927150  0.723491  502.322652   0.000000e+00   5.584199e-07  3.735970e+02   6.743388e+00
264  1320.0  0.251000   98.698066  0.472659  167.046587  0.661915  250.172340  0.723464  501.804759   0.000000e+00   3.647971e-07  3.637712e+02   7.857828e+00
265  1325.0  0.251000   97.972345  0.472655  165.729711  0.658911  244.570434  0.723436  501.276026   0.000000e+00   2.373732e-07  3.535728e+02   9.124995e+00
266  1330.0  0.251000   97.246624  0.472651  164.412823  0.655704  239.128602  0.723406  500.734995   0.000000e+00   1.538533e-07  3.430249e+02   1.056037e+01
267  1335.0  0.251000   96.520903  0.472647  163.095924  0.652282  233.853762  0.723374  500.180063   0.000000e+00   9.933005e-08  3.321532e+02   1.218017e+01
268  1340.0  0.251000   95.795182  0.472643  161.779012  0.648643  228.752643  0.723340  499.609476   0.000000e+00   6.387901e-08  3.209861e+02   1.400122e+01
269  1345.0  0.251000   95.069461  0.472639  160.462089  0.644870  223.832233  0.723302  499.021326   0.000000e+00   4.092077e-08  3.095552e+02   1.604087e+01
270  1350.0  0.251000   94.343740  0.472635  159.145154  0.641452  219.093935  0.723262  498.413543   0.000000e+00   2.611211e-08  2.978995e+02   1.831688e+01
271  1355.0  0.251000   93.618019  0.472631  157.828207  0.638497  214.508738  0.723219  497.783896   0.000000e+00   1.659805e-08  2.860708e+02   2.084718e+01
272  1360.0  0.251000   92.892298  0.472627  156.511247  0.635401  210.051082  0.723172  497.129986   0.000000e+00   1.050978e-08  2.741107e+02   2.364982e+01
273  1365.0  0.251000   92.166577  0.472623  155.194276  0.632145  205.723117  0.723122  496.449252   0.000000e+00   6.629118e-09  2.620597e+02   2.674266e+01
274  1370.0  0.251000   91.440856  0.472619  153.877292  0.628725  201.526537  0.723068  495.738970   0.000000e+00   4.165316e-09  2.499593e+02   3.014324e+01
275  1375.0  0.251000   90.715135  0.472615  152.560296  0.625135  197.462621  0.723010  494.996257   0.000000e+00   2.607201e-09  2.378514e+02   3.386850e+01
276  1380.0  0.251000   89.989414  0.472611  151.243288  0.621370  193.532225  0.722947  494.218077   0.000000e+00   1.625696e-09  2.257781e+02   3.793459e+01
277  1385.0  0.251000   89.263692  0.472607  149.926267  0.617425  189.735769  0.722880  493.401249   0.000000e+00   1.009828e-09  2.137809e+02   4.235658e+01
278  1390.0  0.251000   88.537971  0.472603  148.609234  0.613297  186.073243  0.722807  492.542460   0.000000e+00   6.248876e-10  2.019005e+02   4.714823e+01
279  1395.0  0.251000   87.812250  0.472599  147.292189  0.608980  182.544199  0.722730  491.638271   0.000000e+00   3.852189e-10  1.901766e+02   5.232176e+01
280  1400.0  0.251000   87.086529  0.472595  145.975130  0.604470  179.147765  0.722647  490.685139   0.000000e+00   2.365747e-10  1.786473e+02   5.788753e+01
281  1405.0  0.251000   86.360808  0.472591  144.658059  0.599765  175.882652  0.722559  489.679432   0.000000e+00   1.447399e-10  1.673489e+02   6.385387e+01
282  1410.0  0.251000   85.635087  0.472586  143.340976  0.594862  172.747166  0.722464  488.617444   0.000000e+00   8.822085e-11  1.563155e+02   7.022681e+01
283  1415.0  0.251000   84.909366  0.472582  142.023879  0.589759  169.739228  0.722363  487.495422   0.000000e+00   5.356996e-11  1.455788e+02   7.700988e+01
284  1420.0  0.251000   84.183645  0.472578  140.706770  0.584456  166.856387  0.722256  486.309587   0.000000e+00   3.240726e-11  1.351680e+02   8.420391e+01
285  1425.0  0.251000   83.457924  0.472574  139.389648  0.578956  164.095848  0.722143  485.056156   0.000000e+00   1.953161e-11  1.251093e+02   9.180689e+01
286  1430.0  0.251000   82.732203  0.472569  138.072513  0.573268  161.454512  0.722023  483.731364   0.000000e+00   1.172769e-11  1.154260e+02   9.981379e+01
287  1435.0  0.251000   82.006482  0.472565  136.755364  0.567466  158.929149  0.721883  482.321943   0.000000e+00   7.015670e-12  1.061388e+02   1.082166e+02
288  1440.0  0.251000   81.280761  0.472561  135.438203  0.562107  156.512981  0.721720  480.814217   0.000000e+00   4.181305e-12  9.726988e+01   1.170043e+02
289  1445.0  0.251000   80.555040  0.472556  134.121028  0.557214  154.191082  0.721547  479.203727   0.000000e+00   2.482814e-12  8.884512e+01   1.261626e+02
290  1450.0  0.251000   79.829318  0.472552  132.803841  0.552297  151.951793  0.721365  477.486214   0.000000e+00   1.468824e-12  8.087479e+01   1.356740e+02
291  1455.0  0.251000   79.103597  0.472548  131.486639  0.547371  149.791251  0.721173  475.657625   0.000000e+00   8.657494e-13  7.336478e+01   1.455180e+02
292  1460.0  0.251000   78.377876  0.472543  130.169425  0.542461  147.705469  0.720972  473.714138   0.000000e+00   5.084108e-13  6.631767e+01   1.556710e+02
293  1465.0  0.251000   77.652155  0.472539  128.852197  0.537595  145.690381  0.720761  471.652203   0.000000e+00   2.974686e-13  5.973270e+01   1.661068e+02
294  1470.0  0.251000   76.926434  0.472534  127.534955  0.532799  143.741859  0.720540  469.468568   0.000000e+00   1.734101e-13  5.360584e+01   1.767963e+02
295  1475.0  0.251000   76.200713  0.472530  126.217700  0.528099  141.855748  0.720309  467.160306   0.000000e+00   1.007205e-13  4.793001e+01   1.877081e+02
296  1480.0  0.251000   75.474992  0.472525  124.900431  0.523522  140.027892  0.720069  464.724849   0.000000e+00   5.828744e-14  4.269526e+01   1.988089e+02
297  1485.0  0.251000   74.749271  0.472521  123.583148  0.519094  138.254161  0.719819  462.160003   0.000000e+00   3.360847e-14  3.788900e+01   2.100633e+02
298  1490.0  0.251000   74.023550  0.472516  122.265852  0.514840  136.530486  0.719559  459.463975   0.000000e+00   1.930822e-14  3.349624e+01   2.214345e+02
299  1495.0  0.251000   73.297829  0.472512  120.948541  0.510781  134.852878  0.719291  456.635383   0.000000e+00   1.105245e-14  2.949989e+01   2.328844e+02
300  1500.0  0.251000   72.572108  0.472507  119.631217  0.506937  133.217459  0.719013  453.673276   0.000000e+00   6.303770e-15  2.588108e+01   2.443743e+02
301  1505.0  0.251000   71.846387  0.472502  118.313878  0.503324  131.620485  0.718726  450.577138   0.000000e+00   3.582373e-15  2.261944e+01   2.558649e+02
302  1510.0  0.251000   71.120666  0.472498  116.996525  0.499953  130.058367  0.718431  447.346893   0.000000e+00   2.028489e-15  1.969351e+01   2.673169e+02
303  1515.0  0.251000   70.394944  0.472493  115.679158  0.496832  128.527690  0.718128  443.982912   0.000000e+00   1.144481e-15  1.708102e+01   2.786912e+02
304  1520.0  0.251000   69.669223  0.472488  114.361777  0.493965  127.025226  0.717817  440.486002   0.000000e+00   6.434000e-16  1.475927e+01   2.899493e+02
305  1525.0  0.251000   68.943502  0.472483  113.044381  0.491351  125.547951  0.717499  436.853477   0.000000e+00   3.604066e-16  1.270546e+01   3.010538e+02
306  1530.0  0.251000   68.217781  0.472479  111.726971  0.488985  124.093048  0.717101  433.054083   0.000000e+00   2.011621e-16  1.089699e+01   3.119691e+02
307  1535.0  0.251000   67.492060  0.472474  110.409546  0.486860  122.657914  0.716620  429.060902   0.000000e+00   1.118777e-16  9.311766e+00   3.226621e+02
308  1540.0  0.251000   66.766339  0.472469  109.092107  0.484964  121.240163  0.716113  424.876870   0.000000e+00   6.199931e-17  7.928413e+00   3.331001e+02
309  1545.0  0.251000   66.040618  0.472464  107.774653  0.483284  119.837619  0.715587  420.505899   0.000000e+00   3.423566e-17  6.726507e+00   3.432527e+02
310  1550.0  0.251000   65.314897  0.472459  106.457184  0.481805  118.448318  0.715044  415.952472   0.000000e+00   1.883739e-17  5.686733e+00   3.530912e+02
311  1555.0  0.251000   64.589176  0.472454  105.139700  0.480511  117.070490  0.714483  411.221555   0.000000e+00   1.032797e-17  4.791003e+00   3.625895e+02
312  1560.0  0.251000   63.863455  0.472449  103.822201  0.479387  115.702560  0.713905  406.318554   0.000000e+00   5.642396e-18  4.022540e+00   3.717239e+02
313  1565.0  0.251000   63.137734  0.472444  102.504687  0.478415  114.343129  0.713310  401.249268   0.000000e+00   3.071621e-18  3.365922e+00   3.804731e+02
314  1570.0  0.251000   62.412013  0.472439  101.187158  0.477579  112.990962  0.712696  396.019850   0.000000e+00   1.666207e-18  2.807085e+00   3.888186e+02
315  1575.0  0.251000   61.686292  0.472434   99.869614  0.476865  111.644980  0.712065  390.636771   0.000000e+00   9.006349e-19  2.333308e+00   3.967442e+02
316  1580.0  0.251000   60.960570  0.472429   98.552054  0.476256  110.304241  0.711416  385.106770   0.000000e+00   4.850969e-19  1.933166e+00   4.042361e+02
317  1585.0  0.251000   60.234849  0.472424   97.234479  0.475741  108.967927  0.710748  379.436822   0.000000e+00   2.603569e-19  1.596473e+00   4.112832e+02
318  1590.0  0.251000   59.509128  0.472419   95.916889  0.475307  107.635335  0.710062  373.634098   0.000000e+00   1.392424e-19  1.314204e+00   4.178762e+02
319  1595.0  0.251000   58.783407  0.472414   94.599282  0.474942  106.305860  0.709356  367.705925   0.000000e+00   7.420555e-20  1.078411e+00   4.240083e+02
320  1600.0  0.251000   58.057686  0.472409   93.281660  0.474636  104.978985  0.708632  361.659758   0.000000e+00   3.940619e-20  8.821391e-01   4.296745e+02
321  1605.0  0.251000   57.331965  0.472403   91.964023  0.474382  103.654273  0.707887  355.503142   0.000000e+00   2.085239e-20  7.193348e-01   4.348715e+02
322  1610.0  0.251000   56.606244  0.472398   90.646369  0.474171  102.331350  0.707123  349.243690   0.000000e+00   1.099540e-20  5.847563e-01   4.395976e+02
323  1615.0  0.251000   55.880523  0.472393   89.328700  0.473996  101.009905  0.706337  342.889054   0.000000e+00   5.777363e-21  4.738888e-01   4.438526e+02
324  1620.0  0.251000   55.154802  0.472388   88.011014  0.473852   99.689674  0.705530  336.446906   0.000000e+00   3.024903e-21  3.828624e-01   4.476371e+02
325  1625.0  0.251000   54.429081  0.472382   86.693312  0.473734   98.370437  0.704701  329.924917   0.000000e+00   1.578177e-21  3.083755e-01   4.509531e+02
326  1630.0  0.251000   53.703360  0.472377   85.375594  0.473637   97.052011  0.703848  323.330743   0.000000e+00   8.204685e-22  2.476245e-01   4.538030e+02
327  1635.0  0.251000   52.977639  0.472371   84.057859  0.473557   95.734245  0.702971  316.672013   0.000000e+00   4.250389e-22  1.982390e-01   4.561900e+02
328  1640.0  0.251000   52.251918  0.472366   82.740108  0.473492   94.417014  0.702068  309.956322   0.000000e+00   2.194091e-22  1.582235e-01   4.581175e+02
329  1645.0  0.251000   51.526196  0.472361   81.422341  0.473439   93.100212  0.701139  303.191221   0.000000e+00   1.128594e-22  1.259052e-01   4.595893e+02
330  1650.0  0.251000   50.800475  0.472355   80.104556  0.473396   91.783757  0.700182  296.384219   0.000000e+00   5.784639e-23  9.988734e-02   4.606092e+02
331  1655.0  0.251000   50.074754  0.472349   78.786755  0.473361   90.467579  0.699195  289.542776   0.000000e+00   2.954387e-23  7.900879e-02   4.611812e+02
332  1660.0  0.251000   49.349033  0.472344   77.468937  0.473333   89.151621  0.698177  282.674307   0.000000e+00   1.503516e-23  6.230770e-02   4.613090e+02
333  1665.0  0.251000   48.623312  0.472338   76.151102  0.473310   87.835838  0.697125  275.786183   0.000000e+00   7.624210e-24  4.899057e-02   4.609963e+02
334  1670.0  0.251000   47.897591  0.472333   74.833250  0.473291   86.520192  0.696039  268.885734   0.000000e+00   3.852333e-24  3.840527e-02   4.602465e+02
335  1675.0  0.251000   47.171870  0.472327   73.515381  0.473275   85.204654  0.694916  261.980255   0.000000e+00   1.939503e-24  3.001783e-02   4.590629e+02
336  1680.0  0.251000   46.446149  0.472321   72.197494  0.473262   83.889200  0.693753  255.077005   0.000000e+00   9.729484e-25  2.339273e-02   4.574486e+02
337  1685.0  0.251000   45.720428  0.472315   70.879590  0.473252   82.573810  0.692547  248.183217   0.000000e+00   4.863129e-25  1.817600e-02   4.554066e+02
338  1690.0  0.251000   44.994707  0.472310   69.561669  0.473243   81.258469  0.691297  241.306096   0.000000e+00   2.421933e-25  1.408101e-02   4.529398e+02
339  1695.0  0.251000   44.268986  0.472304   68.243729  0.473236   79.943166  0.690000  234.452826   0.000000e+00   1.201770e-25  1.087652e-02   4.500510e+02
340  1700.0  0.251000   43.543265  0.472298   66.925772  0.473230   78.627889  0.688651  227.630569   0.000000e+00   5.941353e-26  8.376635e-03   4.467432e+02
341  1705.0  0.251000   42.817544  0.472292   65.607797  0.473224   77.312633  0.687249  220.846464   0.000000e+00   2.926476e-26  6.432426e-03   4.430195e+02
342  1710.0  0.251000   42.091822  0.472286   64.289804  0.473220   75.997391  0.685788  214.107631   0.000000e+00   1.436118e-26  4.925021e-03   4.388834e+02
343  1715.0  0.251000   41.366101  0.472280   62.971793  0.473215   74.682157  0.684266  207.421161   0.000000e+00   7.021165e-27  3.759862e-03   4.343388e+02
344  1720.0  0.251000   40.640380  0.472274   61.653763  0.473212   73.366929  0.682678  200.794116   0.000000e+00   3.419712e-27  2.861994e-03   4.293900e+02
345  1725.0  0.251000   39.914659  0.472268   60.335716  0.473208   72.051703  0.681020  194.233518   0.000000e+00   1.659270e-27  2.172205e-03   4.240421e+02
346  1730.0  0.251000   39.188938  0.472262   59.017649  0.473205   70.736478  0.679287  187.746344   0.000000e+00   8.020024e-28  1.643881e-03   4.183011e+02
347  1735.0  0.251000   38.463217  0.472255   57.699564  0.473202   69.421251  0.677474  181.339513   0.000000e+00   3.861426e-28  1.240453e-03   4.121735e+02
348  1740.0  0.251000   37.737496  0.472249   56.381461  0.473199   68.106022  0.675574  175.019873   0.000000e+00   1.851882e-28  9.333244e-04   4.056672e+02
349  1745.0  0.251000   37.011775  0.472243   55.063338  0.473197   66.790788  0.673583  168.794187   0.000000e+00   8.846065e-29  7.002124e-04   3.987911e+02
350  1750.0  0.251000   36.286054  0.472237   53.745196  0.473194   65.475550  0.671494  162.669118   0.000000e+00   4.208558e-29  5.238106e-04   3.915553e+02
